#       eta       phi       depth        det       value           DetId
              -34              33               2         HF         1.10478     48009121
              -35              33               1         HF         1.11516     480051A1
              -35              33               2         HF         1.11516     480091A1
              -36              33               1         HF         1.12934     48005221
              -36              33               2         HF         1.12934     48009221
              -37              33               1         HF         1.15443     480052A1
              -37              33               2         HF         1.15443     480092A1
              -38              33               1         HF         1.18584     48005321
              -38              33               2         HF         1.18584     48009321
              -39              33               1         HF         1.36024     480053A1
              -39              33               2         HF         1.36024     480093A1
              -29              35               1         HF         1.54282     48004EA3
              -29              35               2         HF         1.54282     48008EA3
              -30              35               1         HF         1.43438     48004F23
              -30              35               2         HF         1.43438     48008F23
              -31              35               1         HF         1.20753     48004FA3
              -31              35               2         HF         1.20753     48008FA3
              -32              35               1         HF         1.22431     48005023
              -32              35               2         HF         1.22431     48009023
              -33              35               1         HF         1.15770     480050A3
              -33              35               2         HF         1.15770     480090A3
              -34              35               1         HF         1.10478     48005123
              -34              35               2         HF         1.10478     48009123
              -35              35               1         HF         1.11516     480051A3
              -35              35               2         HF         1.11516     480091A3
              -36              35               1         HF         1.12934     48005223
              -36              35               2         HF         1.12934     48009223
              -37              35               1         HF         1.15443     480052A3
              -37              35               2         HF         1.15443     480092A3
              -38              35               1         HF         1.18584     48005323
              -38              35               2         HF         1.18584     48009323
              -39              35               1         HF         1.36024     480053A3
              -39              35               2         HF         1.36024     480093A3
              -40              35               1         HF         1.89422     48005423
              -40              35               2         HF         1.89422     48009423
              -41              35               1         HF         1.54875     480054A3
              -41              35               2         HF         1.54875     480094A3
              -29              37               1         HF         1.54282     48004EA5
              -29              37               2         HF         1.54282     48008EA5
              -30              37               1         HF         1.43438     48004F25
              -30              37               2         HF         1.43438     48008F25
              -31              37               1         HF         1.20753     48004FA5
              -31              37               2         HF         1.20753     48008FA5
              -32              37               1         HF         1.22431     48005025
              -32              37               2         HF         1.22431     48009025
              -33              37               1         HF         1.15770     480050A5
              -33              37               2         HF         1.15770     480090A5
              -34              37               1         HF         1.10478     48005125
              -34              37               2         HF         1.10478     48009125
              -35              37               1         HF         1.11516     480051A5
              -35              37               2         HF         1.11516     480091A5
              -36              37               1         HF         1.12934     48005225
              -36              37               2         HF         1.12934     48009225
              -37              37               1         HF         1.15443     480052A5
              -37              37               2         HF         1.15443     480092A5
              -38              37               1         HF         1.18584     48005325
              -38              37               2         HF         1.18584     48009325
              -39              37               1         HF         1.36024     480053A5
              -39              37               2         HF         1.36024     480093A5
              -29              39               1         HF         1.54282     48004EA7
              -29              39               2         HF         1.54282     48008EA7
              -30              39               1         HF         1.43438     48004F27
              -30              39               2         HF         1.43438     48008F27
              -31              39               1         HF         1.20753     48004FA7
              -31              39               2         HF         1.20753     48008FA7
              -32              39               1         HF         1.22431     48005027
              -32              39               2         HF         1.22431     48009027
              -33              39               1         HF         1.15770     480050A7
              -33              39               2         HF         1.15770     480090A7
              -34              39               1         HF         1.10478     48005127
              -34              39               2         HF         1.10478     48009127
              -35              39               1         HF         1.11516     480051A7
              -35              39               2         HF         1.11516     480091A7
              -36              39               1         HF         1.12934     48005227
              -36              39               2         HF         1.12934     48009227
              -37              39               1         HF         1.15443     480052A7
              -37              39               2         HF         1.15443     480092A7
              -38              39               1         HF         1.18584     48005327
              -38              39               2         HF         1.18584     48009327
              -39              39               1         HF         1.36024     480053A7
              -39              39               2         HF         1.36024     480093A7
              -40              39               1         HF         1.89422     48005427
              -40              39               2         HF         1.89422     48009427
              -41              39               1         HF         1.54875     480054A7
              -41              39               2         HF         1.54875     480094A7
              -29              41               1         HF         1.54282     48004EA9
              -29              41               2         HF         1.54282     48008EA9
              -30              41               1         HF         1.43438     48004F29
              -30              41               2         HF         1.43438     48008F29
              -31              41               1         HF         1.20753     48004FA9
              -31              41               2         HF         1.20753     48008FA9
              -32              41               1         HF         1.22431     48005029
              -32              41               2         HF         1.22431     48009029
              -33              41               1         HF         1.15770     480050A9
              -33              41               2         HF         1.15770     480090A9
              -34              41               1         HF         1.10478     48005129
              -34              41               2         HF         1.10478     48009129
              -35              41               1         HF         1.11516     480051A9
              -35              41               2         HF         1.11516     480091A9
              -36              41               1         HF         1.12934     48005229
              -36              41               2         HF         1.12934     48009229
              -37              41               1         HF         1.15443     480052A9
              -37              41               2         HF         1.15443     480092A9
              -38              41               1         HF         1.18584     48005329
              -38              41               2         HF         1.18584     48009329
              -39              41               1         HF         1.36024     480053A9
              -39              41               2         HF         1.36024     480093A9
              -29              43               1         HF         1.54282     48004EAB
              -29              43               2         HF         1.54282     48008EAB
              -30              43               1         HF         1.43438     48004F2B
              -30              43               2         HF         1.43438     48008F2B
              -31              43               1         HF         1.20753     48004FAB
              -31              43               2         HF         1.20753     48008FAB
              -32              43               1         HF         1.22431     4800502B
              -32              43               2         HF         1.22431     4800902B
              -33              43               1         HF         1.15770     480050AB
              -33              43               2         HF         1.15770     480090AB
              -34              43               1         HF         1.10478     4800512B
              -34              43               2         HF         1.10478     4800912B
              -35              43               1         HF         1.11516     480051AB
              -35              43               2         HF         1.11516     480091AB
              -36              43               1         HF         1.12934     4800522B
              -36              43               2         HF         1.12934     4800922B
              -37              43               1         HF         1.15443     480052AB
              -37              43               2         HF         1.15443     480092AB
              -38              43               1         HF         1.18584     4800532B
              -38              43               2         HF         1.18584     4800932B
              -39              43               1         HF         1.36024     480053AB
              -39              43               2         HF         1.36024     480093AB
              -40              43               1         HF         1.89422     4800542B
              -40              43               2         HF         1.89422     4800942B
              -41              43               1         HF         1.54875     480054AB
              -41              43               2         HF         1.54875     480094AB
              -29              45               1         HF         1.54282     48004EAD
              -29              45               2         HF         1.54282     48008EAD
              -30              45               1         HF         1.43438     48004F2D
              -30              45               2         HF         1.43438     48008F2D
              -31              45               1         HF         1.20753     48004FAD
              -31              45               2         HF         1.20753     48008FAD
              -32              45               1         HF         1.22431     4800502D
              -32              45               2         HF         1.22431     4800902D
              -33              45               1         HF         1.15770     480050AD
              -33              45               2         HF         1.15770     480090AD
              -34              45               1         HF         1.10478     4800512D
              -34              45               2         HF         1.10478     4800912D
              -35              45               1         HF         1.11516     480051AD
              -35              45               2         HF         1.11516     480091AD
              -36              45               1         HF         1.12934     4800522D
              -36              45               2         HF         1.12934     4800922D
              -37              45               1         HF         1.15443     480052AD
              -37              45               2         HF         1.15443     480092AD
              -38              45               1         HF         1.18584     4800532D
              -38              45               2         HF         1.18584     4800932D
              -39              45               1         HF         1.36024     480053AD
              -39              45               2         HF         1.36024     480093AD
              -29              47               1         HF         1.54282     48004EAF
              -29              47               2         HF         1.54282     48008EAF
              -30              47               1         HF         1.43438     48004F2F
              -30              47               2         HF         1.43438     48008F2F
              -31              47               1         HF         1.20753     48004FAF
              -31              47               2         HF         1.20753     48008FAF
              -32              47               1         HF         1.22431     4800502F
              -32              47               2         HF         1.22431     4800902F
              -33              47               1         HF         1.15770     480050AF
              -33              47               2         HF         1.15770     480090AF
              -34              47               1         HF         1.10478     4800512F
              -34              47               2         HF         1.10478     4800912F
              -35              47               1         HF         1.11516     480051AF
              -35              47               2         HF         1.11516     480091AF
              -36              47               1         HF         1.12934     4800522F
              -36              47               2         HF         1.12934     4800922F
              -37              47               1         HF         1.15443     480052AF
              -37              47               2         HF         1.15443     480092AF
              -38              47               1         HF         1.18584     4800532F
              -38              47               2         HF         1.18584     4800932F
              -39              47               1         HF         1.36024     480053AF
              -39              47               2         HF         1.36024     480093AF
              -40              47               1         HF         1.89422     4800542F
              -40              47               2         HF         1.89422     4800942F
              -41              47               1         HF         1.54875     480054AF
              -41              47               2         HF         1.54875     480094AF
              -29              49               1         HF         1.54282     48004EB1
              -29              49               2         HF         1.54282     48008EB1
              -30              49               1         HF         1.43438     48004F31
              -30              49               2         HF         1.43438     48008F31
              -31              49               1         HF         1.20753     48004FB1
              -31              49               2         HF         1.20753     48008FB1
              -32              49               1         HF         1.22431     48005031
              -32              49               2         HF         1.22431     48009031
              -33              49               1         HF         1.15770     480050B1
              -33              49               2         HF         1.15770     480090B1
              -34              49               1         HF         1.10478     48005131
              -34              49               2         HF         1.10478     48009131
              -35              49               1         HF         1.11516     480051B1
              -35              49               2         HF         1.11516     480091B1
              -36              49               1         HF         1.12934     48005231
              -36              49               2         HF         1.12934     48009231
              -37              49               1         HF         1.15443     480052B1
              -37              49               2         HF         1.15443     480092B1
              -38              49               1         HF         1.18584     48005331
              -38              49               2         HF         1.18584     48009331
              -39              49               1         HF         1.36024     480053B1
              -39              49               2         HF         1.36024     480093B1
              -29              51               1         HF         1.54282     48004EB3
              -29              51               2         HF         1.54282     48008EB3
              -30              51               1         HF         1.43438     48004F33
              -30              51               2         HF         1.43438     48008F33
              -31              51               1         HF         1.20753     48004FB3
              -31              51               2         HF         1.20753     48008FB3
              -32              51               1         HF         1.22431     48005033
              -32              51               2         HF         1.22431     48009033
              -33              51               1         HF         1.15770     480050B3
              -33              51               2         HF         1.15770     480090B3
              -34              51               1         HF         1.10478     48005133
              -34              51               2         HF         1.10478     48009133
              -35              51               1         HF         1.11516     480051B3
              -35              51               2         HF         1.11516     480091B3
              -36              51               1         HF         1.12934     48005233
              -36              51               2         HF         1.12934     48009233
              -37              51               1         HF         1.15443     480052B3
              -37              51               2         HF         1.15443     480092B3
              -38              51               1         HF         1.18584     48005333
              -38              51               2         HF         1.18584     48009333
              -39              51               1         HF         1.36024     480053B3
              -39              51               2         HF         1.36024     480093B3
              -40              51               1         HF         1.89422     48005433
              -40              51               2         HF         1.89422     48009433
              -41              51               1         HF         1.54875     480054B3
              -41              51               2         HF         1.54875     480094B3
              -29              53               1         HF         1.54282     48004EB5
              -29              53               2         HF         1.54282     48008EB5
              -30              53               1         HF         1.43438     48004F35
              -30              53               2         HF         1.43438     48008F35
              -31              53               1         HF         1.20753     48004FB5
              -31              53               2         HF         1.20753     48008FB5
              -32              53               1         HF         1.22431     48005035
              -32              53               2         HF         1.22431     48009035
              -33              53               1         HF         1.15770     480050B5
              -33              53               2         HF         1.15770     480090B5
              -34              53               1         HF         1.10478     48005135
              -34              53               2         HF         1.10478     48009135
              -35              53               1         HF         1.11516     480051B5
              -35              53               2         HF         1.11516     480091B5
              -36              53               1         HF         1.12934     48005235
              -36              53               2         HF         1.12934     48009235
              -37              53               1         HF         1.15443     480052B5
              -37              53               2         HF         1.15443     480092B5
              -38              53               1         HF         1.18584     48005335
              -38              53               2         HF         1.18584     48009335
              -39              53               1         HF         1.36024     480053B5
              -39              53               2         HF         1.36024     480093B5
              -29              55               1         HF         1.54282     48004EB7
              -29              55               2         HF         1.54282     48008EB7
              -30              55               1         HF         1.43438     48004F37
              -30              55               2         HF         1.43438     48008F37
              -31              55               1         HF         1.20753     48004FB7
              -31              55               2         HF         1.20753     48008FB7
              -32              55               1         HF         1.22431     48005037
              -32              55               2         HF         1.22431     48009037
              -33              55               1         HF         1.15770     480050B7
              -33              55               2         HF         1.15770     480090B7
              -34              55               1         HF         1.10478     48005137
              -34              55               2         HF         1.10478     48009137
              -35              55               1         HF         1.11516     480051B7
              -35              55               2         HF         1.11516     480091B7
              -36              55               1         HF         1.12934     48005237
              -36              55               2         HF         1.12934     48009237
              -37              55               1         HF         1.15443     480052B7
              -37              55               2         HF         1.15443     480092B7
              -38              55               1         HF         1.18584     48005337
              -38              55               2         HF         1.18584     48009337
              -39              55               1         HF         1.36024     480053B7
              -39              55               2         HF         1.36024     480093B7
              -40              55               1         HF         1.89422     48005437
              -40              55               2         HF         1.89422     48009437
              -41              55               1         HF         1.54875     480054B7
              -41              55               2         HF         1.54875     480094B7
              -29              57               1         HF         1.54282     48004EB9
              -29              57               2         HF         1.54282     48008EB9
              -30              57               1         HF         1.43438     48004F39
              -30              57               2         HF         1.43438     48008F39
              -31              57               1         HF         1.20753     48004FB9
              -31              57               2         HF         1.20753     48008FB9
              -32              57               1         HF         1.22431     48005039
              -32              57               2         HF         1.22431     48009039
              -33              57               1         HF         1.15770     480050B9
              -33              57               2         HF         1.15770     480090B9
              -34              57               1         HF         1.10478     48005139
              -34              57               2         HF         1.10478     48009139
              -35              57               1         HF         1.11516     480051B9
              -35              57               2         HF         1.11516     480091B9
              -36              57               1         HF         1.12934     48005239
              -36              57               2         HF         1.12934     48009239
              -37              57               1         HF         1.15443     480052B9
              -37              57               2         HF         1.15443     480092B9
              -38              57               1         HF         1.18584     48005339
              -38              57               2         HF         1.18584     48009339
              -39              57               1         HF         1.36024     480053B9
              -39              57               2         HF         1.36024     480093B9
              -29              59               1         HF         1.54282     48004EBB
              -29              59               2         HF         1.54282     48008EBB
              -30              59               1         HF         1.43438     48004F3B
              -30              59               2         HF         1.43438     48008F3B
              -31              59               1         HF         1.20753     48004FBB
              -31              59               2         HF         1.20753     48008FBB
              -32              59               1         HF         1.22431     4800503B
              -32              59               2         HF         1.22431     4800903B
              -33              59               1         HF         1.15770     480050BB
              -33              59               2         HF         1.15770     480090BB
              -34              59               1         HF         1.10478     4800513B
              -34              59               2         HF         1.10478     4800913B
              -35              59               1         HF         1.11516     480051BB
              -35              59               2         HF         1.11516     480091BB
              -36              59               1         HF         1.12934     4800523B
              -36              59               2         HF         1.12934     4800923B
              -37              59               1         HF         1.15443     480052BB
              -37              59               2         HF         1.15443     480092BB
              -38              59               1         HF         1.18584     4800533B
              -38              59               2         HF         1.18584     4800933B
              -39              59               1         HF         1.36024     480053BB
              -39              59               2         HF         1.36024     480093BB
              -40              59               1         HF         1.89422     4800543B
              -40              59               2         HF         1.89422     4800943B
              -41              59               1         HF         1.54875     480054BB
              -41              59               2         HF         1.54875     480094BB
              -29              61               1         HF         1.54282     48004EBD
              -29              61               2         HF         1.54282     48008EBD
              -30              61               1         HF         1.43438     48004F3D
              -30              61               2         HF         1.43438     48008F3D
              -31              61               1         HF         1.20753     48004FBD
              -31              61               2         HF         1.20753     48008FBD
              -32              61               1         HF         1.22431     4800503D
              -32              61               2         HF         1.22431     4800903D
              -33              61               1         HF         1.15770     480050BD
              -33              61               2         HF         1.15770     480090BD
              -34              61               1         HF         1.10478     4800513D
              -34              61               2         HF         1.10478     4800913D
              -35              61               1         HF         1.11516     480051BD
              -35              61               2         HF         1.11516     480091BD
              -36              61               1         HF         1.12934     4800523D
              -36              61               2         HF         1.12934     4800923D
              -37              61               1         HF         1.15443     480052BD
              -37              61               2         HF         1.15443     480092BD
              -38              61               1         HF         1.18584     4800533D
              -38              61               2         HF         1.18584     4800933D
              -39              61               1         HF         1.36024     480053BD
              -39              61               2         HF         1.36024     480093BD
              -29              63               1         HF         1.54282     48004EBF
              -29              63               2         HF         1.54282     48008EBF
              -30              63               1         HF         1.43438     48004F3F
              -30              63               2         HF         1.43438     48008F3F
              -31              63               1         HF         1.20753     48004FBF
              -31              63               2         HF         1.20753     48008FBF
              -32              63               1         HF         1.22431     4800503F
              -32              63               2         HF         1.22431     4800903F
              -33              63               1         HF         1.15770     480050BF
              -33              63               2         HF         1.15770     480090BF
              -34              63               1         HF         1.10478     4800513F
              -34              63               2         HF         1.10478     4800913F
              -35              63               1         HF         1.11516     480051BF
              -35              63               2         HF         1.11516     480091BF
              -36              63               1         HF         1.12934     4800523F
              -36              63               2         HF         1.12934     4800923F
              -37              63               1         HF         1.15443     480052BF
              -37              63               2         HF         1.15443     480092BF
              -38              63               1         HF         1.18584     4800533F
              -38              63               2         HF         1.18584     4800933F
              -39              63               1         HF         1.36024     480053BF
              -39              63               2         HF         1.36024     480093BF
              -40              63               1         HF         1.89422     4800543F
              -40              63               2         HF         1.89422     4800943F
              -41              63               1         HF         1.54875     480054BF
              -41              63               2         HF         1.54875     480094BF
              -29              65               1         HF         1.54282     48004EC1
              -29              65               2         HF         1.54282     48008EC1
              -30              65               1         HF         1.43438     48004F41
              -30              65               2         HF         1.43438     48008F41
              -31              65               1         HF         1.20753     48004FC1
              -31              65               2         HF         1.20753     48008FC1
              -32              65               1         HF         1.22431     48005041
              -32              65               2         HF         1.22431     48009041
              -33              65               1         HF         1.15770     480050C1
              -33              65               2         HF         1.15770     480090C1
              -34              65               1         HF         1.10478     48005141
              -34              65               2         HF         1.10478     48009141
              -35              65               1         HF         1.11516     480051C1
              -35              65               2         HF         1.11516     480091C1
              -36              65               1         HF         1.12934     48005241
              -36              65               2         HF         1.12934     48009241
              -37              65               1         HF         1.15443     480052C1
              -37              65               2         HF         1.15443     480092C1
              -38              65               1         HF         1.18584     48005341
              -38              65               2         HF         1.18584     48009341
              -39              65               1         HF         1.36024     480053C1
              -39              65               2         HF         1.36024     480093C1
              -29              67               1         HF         1.54282     48004EC3
              -29              67               2         HF         1.54282     48008EC3
              -30              67               1         HF         1.43438     48004F43
              -30              67               2         HF         1.43438     48008F43
              -31              67               1         HF         1.20753     48004FC3
              -31              67               2         HF         1.20753     48008FC3
              -32              67               1         HF         1.22431     48005043
              -32              67               2         HF         1.22431     48009043
              -33              67               1         HF         1.15770     480050C3
              -33              67               2         HF         1.15770     480090C3
              -34              67               1         HF         1.10478     48005143
              -34              67               2         HF         1.10478     48009143
              -35              67               1         HF         1.11516     480051C3
              -35              67               2         HF         1.11516     480091C3
              -36              67               1         HF         1.12934     48005243
              -36              67               2         HF         1.12934     48009243
              -37              67               1         HF         1.15443     480052C3
              -37              67               2         HF         1.15443     480092C3
              -38              67               1         HF         1.18584     48005343
              -38              67               2         HF         1.18584     48009343
              -39              67               1         HF         1.36024     480053C3
              -39              67               2         HF         1.36024     480093C3
              -40              67               1         HF         1.89422     48005443
              -40              67               2         HF         1.89422     48009443
              -41              67               1         HF         1.54875     480054C3
              -41              67               2         HF         1.54875     480094C3
              -29              69               1         HF         1.54282     48004EC5
              -29              69               2         HF         1.54282     48008EC5
              -30              69               1         HF         1.43438     48004F45
              -30              69               2         HF         1.43438     48008F45
              -31              69               1         HF         1.20753     48004FC5
              -31              69               2         HF         1.20753     48008FC5
              -32              69               1         HF         1.22431     48005045
              -32              69               2         HF         1.22431     48009045
              -33              69               1         HF         1.15770     480050C5
              -33              69               2         HF         1.15770     480090C5
              -34              69               1         HF         1.10478     48005145
              -34              69               2         HF         1.10478     48009145
              -35              69               1         HF         1.11516     480051C5
              -35              69               2         HF         1.11516     480091C5
              -36              69               1         HF         1.12934     48005245
              -36              69               2         HF         1.12934     48009245
              -37              69               1         HF         1.15443     480052C5
              -37              69               2         HF         1.15443     480092C5
              -38              69               1         HF         1.18584     48005345
              -38              69               2         HF         1.18584     48009345
              -39              69               1         HF         1.36024     480053C5
              -39              69               2         HF         1.36024     480093C5
              -29              71               1         HF         1.54282     48004EC7
              -29              71               2         HF         1.54282     48008EC7
              -30              71               1         HF         1.43438     48004F47
              -30              71               2         HF         1.43438     48008F47
              -31              71               1         HF         1.20753     48004FC7
              -31              71               2         HF         1.20753     48008FC7
              -32              71               1         HF         1.22431     48005047
              -32              71               2         HF         1.22431     48009047
              -33              71               1         HF         1.15770     480050C7
              -33              71               2         HF         1.15770     480090C7
              -34              71               1         HF         1.10478     48005147
              -34              71               2         HF         1.10478     48009147
              -35              71               1         HF         1.11516     480051C7
              -35              71               2         HF         1.11516     480091C7
              -36              71               1         HF         1.12934     48005247
              -36              71               2         HF         1.12934     48009247
              -37              71               1         HF         1.15443     480052C7
              -37              71               2         HF         1.15443     480092C7
              -38              71               1         HF         1.18584     48005347
              -38              71               2         HF         1.18584     48009347
              -39              71               1         HF         1.36024     480053C7
              -39              71               2         HF         1.36024     480093C7
              -40              71               1         HF         1.89422     48005447
              -40              71               2         HF         1.89422     48009447
              -41              71               1         HF         1.54875     480054C7
              -41              71               2         HF         1.54875     480094C7
               29               1               1         HF         1.53071     48006E81
               29               1               2         HF         1.53071     4800AE81
               30               1               1         HF         1.42816     48006F01
               30               1               2         HF         1.42816     4800AF01
               31               1               1         HF         1.20733     48006F81
               31               1               2         HF         1.20733     4800AF81
               32               1               1         HF         1.22472     48007001
               32               1               2         HF         1.22472     4800B001
               33               1               1         HF         1.16212     48007081
               33               1               2         HF         1.16212     4800B081
               34               1               1         HF         1.10185     48007101
               34               1               2         HF         1.10185     4800B101
               35               1               1         HF         1.11577     48007181
               35               1               2         HF         1.11577     4800B181
               36               1               1         HF         1.13331     48007201
               36               1               2         HF         1.13331     4800B201
               37               1               1         HF         1.15889     48007281
               37               1               2         HF         1.15889     4800B281
               38               1               1         HF         1.19295     48007301
               38               1               2         HF         1.19295     4800B301
               39               1               1         HF         1.37217     48007381
               39               1               2         HF         1.37217     4800B381
               29               3               1         HF         1.53071     48006E83
               29               3               2         HF         1.53071     4800AE83
               30               3               1         HF         1.42816     48006F03
               30               3               2         HF         1.42816     4800AF03
               31               3               1         HF         1.20733     48006F83
               31               3               2         HF         1.20733     4800AF83
               32               3               1         HF         1.22472     48007003
               32               3               2         HF         1.22472     4800B003
               33               3               1         HF         1.16212     48007083
