#             eta             phi             dep             det    value      DetId
               35               9               2              HF  1.11198   4800B189
               36               9               1              HF  1.05304   48007209
               36               9               2              HF  1.05749   4800B209
               37               9               1              HF  1.16836   48007289
               37               9               2              HF  1.15484   4800B289
               38               9               1              HF  1.09311   48007309
               38               9               2              HF  1.03890   4800B309
               39               9               1              HF  1.10101   48007389
               39               9               2              HF  1.11816   4800B389
               29              11               1              HF  1.14137   48006E8B
               29              11               2              HF  1.09916   4800AE8B
               30              11               1              HF  1.10021   48006F0B
               30              11               2              HF  1.07493   4800AF0B
               31              11               1              HF  1.12359   48006F8B
               31              11               2              HF  1.09465   4800AF8B
               32              11               1              HF  1.06861   4800700B
               32              11               2              HF  1.14043   4800B00B
               33              11               1              HF  1.09101   4800708B
               33              11               2              HF  1.10601   4800B08B
               34              11               1              HF  1.20283   4800710B
               34              11               2              HF  1.11610   4800B10B
               35              11               1              HF  1.12454   4800718B
               35              11               2              HF  1.08472   4800B18B
               36              11               1              HF  1.06080   4800720B
               36              11               2              HF  1.07350   4800B20B
               37              11               1              HF  1.19573   4800728B
               37              11               2              HF  1.10905   4800B28B
               38              11               1              HF  1.06383   4800730B
               38              11               2              HF  1.07854   4800B30B
               39              11               1              HF  1.18992   4800738B
               39              11               2              HF  1.13229   4800B38B
               40              11               1              HF  1.07679   4800740B
               40              11               2              HF  1.17415   4800B40B
               41              11               1              HF  1.05294   4800748B
               41              11               2              HF  1.04576   4800B48B
               29              13               1              HF  1.08831   48006E8D
               29              13               2              HF  1.09765   4800AE8D
               30              13               1              HF  1.04911   48006F0D
               30              13               2              HF  1.10133   4800AF0D
               31              13               1              HF  1.20805   48006F8D
               31              13               2              HF  1.10091   4800AF8D
               32              13               1              HF  1.07638   4800700D
               32              13               2              HF  1.08511   4800B00D
               33              13               1              HF  1.07166   4800708D
               33              13               2              HF  1.06082   4800B08D
               34              13               1              HF  1.08223   4800710D
               34              13               2              HF  1.11239   4800B10D
               35              13               1              HF  1.12863   4800718D
               35              13               2              HF  1.05713   4800B18D
               36              13               1              HF  1.09433   4800720D
               36              13               2              HF  1.11885   4800B20D
               37              13               1              HF  1.05850   4800728D
               37              13               2              HF  1.05262   4800B28D
               38              13               1              HF  1.05660   4800730D
               38              13               2              HF  1.16790   4800B30D
               39              13               1              HF  1.11722   4800738D
               39              13               2              HF  1.13454   4800B38D
               29              15               1              HF  1.15455   48006E8F
               29              15               2              HF  1.02225   4800AE8F
               30              15               1              HF  1.15101   48006F0F
               30              15               2              HF  1.15544   4800AF0F
               31              15               1              HF  1.09903   48006F8F
               31              15               2              HF  1.15106   4800AF8F
               32              15               1              HF  1.03289   4800700F
               32              15               2              HF  1.05300   4800B00F
               33              15               1              HF  1.12042   4800708F
               33              15               2              HF  1.08911   4800B08F
               34              15               1              HF  1.05222   4800710F
               34              15               2              HF  1.11869   4800B10F
               35              15               1              HF  1.17282   4800718F
               35              15               2              HF  1.10043   4800B18F
               36              15               1              HF  1.08819   4800720F
               36              15               2              HF  1.16140   4800B20F
               37              15               1              HF  1.07636   4800728F
               37              15               2              HF  1.23567   4800B28F
               38              15               1              HF  1.05850   4800730F
               38              15               2              HF  1.04841   4800B30F
               39              15               1              HF  1.06891   4800738F
               39              15               2              HF  1.07614   4800B38F
               40              15               1              HF  1.12292   4800740F
               40              15               2              HF  1.08104   4800B40F
               41              15               1              HF  1.11284   4800748F
               41              15               2              HF  1.05379   4800B48F
               29              17               1              HF  1.15332   48006E91
               29              17               2              HF  0.92062   4800AE91
               30              17               1              HF  1.13436   48006F11
               30              17               2              HF  1.10774   4800AF11
               31              17               1              HF  1.07072   48006F91
               31              17               2              HF  1.04718   4800AF91
               32              17               1              HF  1.16860   48007011
               32              17               2              HF  1.10178   4800B011
               33              17               1              HF  1.03880   48007091
               33              17               2              HF  1.01581   4800B091
               34              17               1              HF  1.14890   48007111
               34              17               2              HF  1.07369   4800B111
               35              17               1              HF  1.09097   48007191
               35              17               2              HF  1.12105   4800B191
               36              17               1              HF  1.16829   48007211
               36              17               2              HF  1.01014   4800B211
               37              17               1              HF  1.20088   48007291
               37              17               2              HF  1.09783   4800B291
               38              17               1              HF  1.12770   48007311
               38              17               2              HF  1.15280   4800B311
               39              17               1              HF  1.21003   48007391
               39              17               2              HF  1.10136   4800B391
               29              19               1              HF  1.08469   48006E93
               29              19               2              HF  1.03069   4800AE93
               30              19               1              HF  1.08050   48006F13
               30              19               2              HF  1.07523   4800AF13
               31              19               1              HF  1.08783   48006F93
               31              19               2              HF  1.10205   4800AF93
               32              19               1              HF  1.03950   48007013
               32              19               2              HF  1.13094   4800B013
               33              19               1              HF  1.09035   48007093
               33              19               2              HF  1.18662   4800B093
               34              19               1              HF  1.20084   48007113
               34              19               2              HF  1.06274   4800B113
               35              19               1              HF  1.04239   48007193
               35              19               2              HF  1.16212   4800B193
               36              19               1              HF  1.10216   48007213
               36              19               2              HF  1.08240   4800B213
               37              19               1              HF  1.09067   48007293
               37              19               2              HF  1.14033   4800B293
               38              19               1              HF  1.10996   48007313
               38              19               2              HF  1.12459   4800B313
               39              19               1              HF  1.05729   48007393
               39              19               2              HF  1.10040   4800B393
               40              19               1              HF  1.06327   48007413
               40              19               2              HF  1.11775   4800B413
               41              19               1              HF  1.08257   48007493
               41              19               2              HF  1.13430   4800B493
               29              21               1              HF  1.11411   48006E95
               29              21               2              HF  1.10463   4800AE95
               30              21               1              HF  1.06205   48006F15
               30              21               2              HF  1.14776   4800AF15
               31              21               1              HF  1.16668   48006F95
               31              21               2              HF  1.05411   4800AF95
               32              21               1              HF  1.07630   48007015
               32              21               2              HF  1.11968   4800B015
               33              21               1              HF  1.08873   48007095
               33              21               2              HF  1.16562   4800B095
               34              21               1              HF  1.14057   48007115
               34              21               2              HF  1.11136   4800B115
               35              21               1              HF  1.21384   48007195
               35              21               2              HF  1.07929   4800B195
               36              21               1              HF  1.05858   48007215
               36              21               2              HF  1.07487   4800B215
               37              21               1              HF  1.09113   48007295
               37              21               2              HF  1.10074   4800B295
               38              21               1              HF  1.09908   48007315
               38              21               2              HF  1.12820   4800B315
               39              21               1              HF  1.04597   48007395
               39              21               2              HF  1.01264   4800B395
               29              23               1              HF  1.11225   48006E97
               29              23               2              HF  1.14103   4800AE97
               30              23               1              HF  1.21182   48006F17
               30              23               2              HF  1.06742   4800AF17
               31              23               1              HF  1.04916   48006F97
               31              23               2              HF  1.20453   4800AF97
               32              23               1              HF  1.09044   48007017
               32              23               2              HF  1.25249   4800B017
               33              23               1              HF  1.07754   48007097
               33              23               2              HF  1.22497   4800B097
               34              23               1              HF  1.10326   48007117
               34              23               2              HF  1.16036   4800B117
               35              23               1              HF  1.09657   48007197
               35              23               2              HF  1.11553   4800B197
               36              23               1              HF  1.09635   48007217
               36              23               2              HF  1.09755   4800B217
               37              23               1              HF  1.13240   48007297
               37              23               2              HF  1.06391   4800B297
               38              23               1              HF  1.10449   48007317
               38              23               2              HF  1.05728   4800B317
               39              23               1              HF  1.05189   48007397
               39              23               2              HF  1.19758   4800B397
               40              23               1              HF  1.16544   48007417
               40              23               2              HF  1.20695   4800B417
               41              23               1              HF  1.13336   48007497
               41              23               2              HF  1.22665   4800B497
               29              25               1              HF  1.18798   48006E99
               29              25               2              HF  1.09818   4800AE99
               30              25               1              HF  1.06471   48006F19
               30              25               2              HF  1.08475   4800AF19
               31              25               1              HF  1.10530   48006F99
               31              25               2              HF  1.06602   4800AF99
               32              25               1              HF  1.13253   48007019
               32              25               2              HF  1.12392   4800B019
               33              25               1              HF  1.14524   48007099
               33              25               2              HF  1.15381   4800B099
               34              25               1              HF  1.09609   48007119
               34              25               2              HF  1.03469   4800B119
               35              25               1              HF  1.20196   48007199
               35              25               2              HF  1.01127   4800B199
               36              25               1              HF  1.14850   48007219
               36              25               2              HF  1.12117   4800B219
               37              25               1              HF  1.17404   48007299
               37              25               2              HF  1.13092   4800B299
               38              25               1              HF  1.16771   48007319
               38              25               2              HF  1.12172   4800B319
               39              25               1              HF  1.09631   48007399
               39              25               2              HF  1.01088   4800B399
               29              27               1              HF  1.14099   48006E9B
               29              27               2              HF  1.17802   4800AE9B
               30              27               1              HF  1.06080   48006F1B
               30              27               2              HF  1.16995   4800AF1B
               31              27               1              HF  1.02344   48006F9B
               31              27               2              HF  1.13610   4800AF9B
               32              27               1              HF  1.03235   4800701B
               32              27               2              HF  1.02537   4800B01B
               33              27               1              HF  1.09319   4800709B
               33              27               2              HF  1.05914   4800B09B
               34              27               1              HF  1.02466   4800711B
               34              27               2              HF  1.03334   4800B11B
               35              27               1              HF  1.02573   4800719B
               35              27               2              HF  1.04201   4800B19B
               36              27               1              HF  1.12241   4800721B
               36              27               2              HF  1.02757   4800B21B
               37              27               1              HF  1.13126   4800729B
               37              27               2              HF  1.14856   4800B29B
               38              27               1              HF  1.14703   4800731B
               38              27               2              HF  1.14013   4800B31B
               39              27               1              HF  1.12405   4800739B
               39              27               2              HF  1.05794   4800B39B
               40              27               1              HF  1.01854   4800741B
               40              27               2              HF  1.10112   4800B41B
               41              27               1              HF  1.05120   4800749B
               41              27               2              HF  1.04295   4800B49B
               29              29               1              HF  0.98841   48006E9D
               29              29               2              HF  1.06576   4800AE9D
               30              29               1              HF  1.06847   48006F1D
               30              29               2              HF  1.14969   4800AF1D
               31              29               1              HF  1.10670   48006F9D
               31              29               2              HF  1.13505   4800AF9D
               32              29               1              HF  1.14114   4800701D
               32              29               2              HF  1.06322   4800B01D
               33              29               1              HF  1.15651   4800709D
               33              29               2              HF  1.16493   4800B09D
               34              29               1              HF  1.06683   4800711D
               34              29               2              HF  1.08839   4800B11D
               35              29               1              HF  1.13852   4800719D
               35              29               2              HF  1.12522   4800B19D
               36              29               1              HF  1.08653   4800721D
               36              29               2              HF  1.20550   4800B21D
               37              29               1              HF  1.10341   4800729D
               37              29               2              HF  1.05975   4800B29D
               38              29               1              HF  1.13744   4800731D
               38              29               2              HF  1.10422   4800B31D
               39              29               1              HF  1.12279   4800739D
               39              29               2              HF  1.11689   4800B39D
               29              31               1              HF  1.06828   48006E9F
               29              31               2              HF  1.06260   4800AE9F
               30              31               1              HF  1.11819   48006F1F
               30              31               2              HF  1.07470   4800AF1F
               31              31               1              HF  1.17587   48006F9F
               31              31               2              HF  1.12018   4800AF9F
               32              31               1              HF  1.09163   4800701F
               32              31               2              HF  1.07479   4800B01F
               33              31               1              HF  1.07338   4800709F
               33              31               2              HF  1.12565   4800B09F
               34              31               1              HF  1.09891   4800711F
               34              31               2              HF  1.12845   4800B11F
               35              31               1              HF  1.13521   4800719F
               35              31               2              HF  1.10404   4800B19F
               36              31               1              HF  1.14280   4800721F
               36              31               2              HF  1.04756   4800B21F
               37              31               1              HF  1.15816   4800729F
               37              31               2              HF  1.08637   4800B29F
               38              31               1              HF  1.23160   4800731F
               38              31               2              HF  1.13395   4800B31F
               39              31               1              HF  1.05269   4800739F
               39              31               2              HF  1.06597   4800B39F
               40              31               1              HF  1.13517   4800741F
               40              31               2              HF  1.19656   4800B41F
               41              31               1              HF  1.18087   4800749F
               41              31               2              HF  1.10613   4800B49F
               29              33               1              HF  1.10144   48006EA1
               29              33               2              HF  1.28640   4800AEA1
               30              33               1              HF  1.06956   48006F21
               30              33               2              HF  1.12106   4800AF21
               31              33               1              HF  1.15344   48006FA1
               31              33               2              HF  1.08861   4800AFA1
               32              33               1              HF  1.09106   48007021
               32              33               2              HF  1.21374   4800B021
               33              33               1              HF  1.05913   480070A1
               33              33               2              HF  1.07158   4800B0A1
               34              33               1              HF  1.11063   48007121
               34              33               2              HF  0.97847   4800B121
               35              33               1              HF  1.02861   480071A1
               35              33               2              HF  1.16131   4800B1A1
               36              33               1              HF  1.14928   48007221
               36              33               2              HF  1.04822   4800B221
               37              33               1              HF  1.11799   480072A1
               37              33               2              HF  1.09916   4800B2A1
               38              33               1              HF  1.07349   48007321
               38              33               2              HF  1.05111   4800B321
               39              33               1              HF  1.15337   480073A1
               39              33               2              HF  0.99952   4800B3A1
               29              35               1              HF  1.09635   48006EA3
               29              35               2              HF  1.09152   4800AEA3
               30              35               1              HF  1.01893   48006F23
               30              35               2              HF  1.16860   4800AF23
               31              35               1              HF  1.11974   48006FA3
               31              35               2              HF  1.06281   4800AFA3
               32              35               1              HF  1.11755   48007023
               32              35               2              HF  1.10543   4800B023
               33              35               1              HF  1.11040   480070A3
               33              35               2              HF  1.18545   4800B0A3
               34              35               1              HF  1.14379   48007123
               34              35               2              HF  1.06672   4800B123
               35              35               1              HF  1.06153   480071A3
               35              35               2              HF  1.12224   4800B1A3
               36              35               1              HF  1.10642   48007223
               36              35               2              HF  1.13357   4800B223
               37              35               1              HF  1.11088   480072A3
               37              35               2              HF  1.03281   4800B2A3
               38              35               1              HF  1.10215   48007323
               38              35               2              HF  1.06047   4800B323
               39              35               1              HF  1.10620   480073A3
               39              35               2              HF  1.02772   4800B3A3
               40              35               1              HF  1.10764   48007423
               40              35               2              HF  1.19935   4800B423
               41              35               1              HF  1.07152   480074A3
               41              35               2              HF  1.10987   4800B4A3
               29              37               1              HF  1.08634   48006EA5
               29              37               2              HF  1.14262   4800AEA5
               30              37               1              HF  0.96641   48006F25
               30              37               2              HF  1.02036   4800AF25
               31              37               1              HF  1.10060   48006FA5
               31              37               2              HF  1.13351   4800AFA5
               32              37               1              HF  1.04856   48007025
               32              37               2              HF  1.11511   4800B025
               33              37               1              HF  1.05266   480070A5
               33              37               2              HF  1.11622   4800B0A5
               34              37               1              HF  1.11511   48007125
               34              37               2              HF  1.09798   4800B125
               35              37               1              HF  1.11515   480071A5
               35              37               2              HF  1.07717   4800B1A5
               36              37               1              HF  1.06967   48007225
               36              37               2              HF  1.17730   4800B225
               37              37               1              HF  0.97380   480072A5
               37              37               2              HF  1.06564   4800B2A5
               38              37               1              HF  1.08325   48007325
               38              37               2              HF  1.13573   4800B325
               39              37               1              HF  1.06485   480073A5
               39              37               2              HF  1.09952   4800B3A5
               29              39               1              HF  1.04276   48006EA7
               29              39               2              HF  1.14888   4800AEA7
               30              39               1              HF  1.11052   48006F27
               30              39               2              HF  1.13205   4800AF27
               31              39               1              HF  1.05582   48006FA7
               31              39               2              HF  1.13411   4800AFA7
               32              39               1              HF  1.12374   48007027
               32              39               2              HF  1.12068   4800B027
               33              39               1              HF  1.06594   480070A7
               33              39               2              HF  1.18951   4800B0A7
               34              39               1              HF  1.08664   48007127
               34              39               2              HF  1.12775   4800B127
               35              39               1              HF  1.03745   480071A7
               35              39               2              HF  1.09232   4800B1A7
               36              39               1              HF  1.11687   48007227
               36              39               2              HF  1.09437   4800B227
               37              39               1              HF  1.03182   480072A7
               37              39               2              HF  1.08027   4800B2A7
               38              39               1              HF  1.14512   48007327
               38              39               2              HF  1.06550   4800B327
               39              39               1              HF  1.12042   480073A7
               39              39               2              HF  1.08150   4800B3A7
               40              39               1              HF  1.03959   48007427
               40              39               2              HF  1.17088   4800B427
               41              39               1              HF  1.12691   480074A7
               41              39               2              HF  1.23053   4800B4A7
               29              41               1              HF  1.16686   48006EA9
               29              41               2              HF  0.99679   4800AEA9
               30              41               1              HF  0.99469   48006F29
               30              41               2              HF  1.07354   4800AF29
               31              41               1              HF  1.09460   48006FA9
               31              41               2              HF  1.12840   4800AFA9
               32              41               1              HF  1.08468   48007029
               32              41               2              HF  1.00641   4800B029
               33              41               1              HF  1.04579   480070A9
               33              41               2              HF  1.04863   4800B0A9
               34              41               1              HF  1.12217   48007129
               34              41               2              HF  1.16116   4800B129
               35              41               1              HF  1.11683   480071A9
               35              41               2              HF  1.12540   4800B1A9
               36              41               1              HF  1.07648   48007229
               36              41               2              HF  0.98746   4800B229
               37              41               1              HF  1.08208   480072A9
               37              41               2              HF  1.03974   4800B2A9
               38              41               1              HF  0.98094   48007329
               38              41               2              HF  1.09638   4800B329
               39              41               1              HF  1.05367   480073A9
               39              41               2              HF  1.20309   4800B3A9
               29              43               1              HF  1.12611   48006EAB
               29              43               2              HF  1.19061   4800AEAB
               30              43               1              HF  1.16846   48006F2B
               30              43               2              HF  1.02719   4800AF2B
               31              43               1              HF  1.12600   48006FAB
               31              43               2              HF  1.09552   4800AFAB
               32              43               1              HF  1.11748   4800702B
               32              43               2              HF  1.10325   4800B02B
               33              43               1              HF  1.07765   480070AB
               33              43               2              HF  1.08251   4800B0AB
               34              43               1              HF  1.14361   4800712B
               34              43               2              HF  1.14435   4800B12B
               35              43               1              HF  1.18505   480071AB
               35              43               2              HF  1.12100   4800B1AB
               36              43               1              HF  1.03298   4800722B
               36              43               2              HF  1.16469   4800B22B
               37              43               1              HF  1.07844   480072AB
               37              43               2              HF  1.06650   4800B2AB
               38              43               1              HF  0.99079   4800732B
               38              43               2              HF  1.08422   4800B32B
               39              43               1              HF  1.15703   480073AB
               39              43               2              HF  1.11262   4800B3AB
               40              43               1              HF  1.07840   4800742B
               40              43               2              HF  1.04558   4800B42B
               41              43               1              HF  1.09747   480074AB
               41              43               2              HF  1.07757   4800B4AB
               29              45               1              HF  1.05333   48006EAD
               29              45               2              HF  1.07716   4800AEAD
               30              45               1              HF  1.10580   48006F2D
               30              45               2              HF  1.18941   4800AF2D
               31              45               1              HF  1.22420   48006FAD
               31              45               2              HF  1.11791   4800AFAD
               32              45               1              HF  1.18796   4800702D
               32              45               2              HF  1.12682   4800B02D
               33              45               1              HF  1.07530   480070AD
               33              45               2              HF  1.16383   4800B0AD
               34              45               1              HF  1.17088   4800712D
               34              45               2              HF  1.13667   4800B12D
               35              45               1              HF  1.17890   480071AD
               35              45               2              HF  1.07294   4800B1AD
               36              45               1              HF  1.12403   4800722D
               36              45               2              HF  1.14512   4800B22D
               37              45               1              HF  0.98875   480072AD
               37              45               2              HF  1.07093   4800B2AD
               38              45               1              HF  1.03121   4800732D
               38              45               2              HF  1.09603   4800B32D
               39              45               1              HF  0.98518   480073AD
               39              45               2              HF  1.04245   4800B3AD
               29              47               1              HF  1.11515   48006EAF
               29              47               2              HF  1.13348   4800AEAF
               30              47               1              HF  1.20628   48006F2F
               30              47               2              HF  1.13365   4800AF2F
               31              47               1              HF  1.02939   48006FAF
               31              47               2              HF  0.98760   4800AFAF
               32              47               1              HF  1.06362   4800702F
               32              47               2              HF  1.12875   4800B02F
               33              47               1              HF  1.16020   480070AF
               33              47               2              HF  1.13947   4800B0AF
               34              47               1              HF  1.07256   4800712F
               34              47               2              HF  1.12225   4800B12F
               35              47               1              HF  1.09459   480071AF
               35              47               2              HF  1.15376   4800B1AF
               36              47               1              HF  1.04772   4800722F
               36              47               2              HF  1.07774   4800B22F
               37              47               1              HF  1.11023   480072AF
               37              47               2              HF  1.01759   4800B2AF
               38              47               1              HF  1.10099   4800732F
               38              47               2              HF  1.14574   4800B32F
               39              47               1              HF  1.08904   480073AF
               39              47               2              HF  1.14926   4800B3AF
               40              47               1              HF  1.09730   4800742F
               40              47               2              HF  1.17029   4800B42F
               41              47               1              HF  1.16754   480074AF
               41              47               2              HF  1.05954   4800B4AF
               29              49               1              HF  1.10357   48006EB1
               29              49               2              HF  1.21287   4800AEB1
               30              49               1              HF  1.11605   48006F31
               30              49               2              HF  1.12806   4800AF31
               31              49               1              HF  1.10093   48006FB1
               31              49               2              HF  1.18005   4800AFB1
               32              49               1              HF  1.07056   48007031
               32              49               2              HF  1.15131   4800B031
               33              49               1              HF  1.06289   480070B1
               33              49               2              HF  1.12984   4800B0B1
               34              49               1              HF  1.11335   48007131
               34              49               2              HF  1.07827   4800B131
               35              49               1              HF  1.12045   480071B1
               35              49               2              HF  1.21013   4800B1B1
               36              49               1              HF  1.15356   48007231
               36              49               2              HF  1.21420   4800B231
               37              49               1              HF  1.13727   480072B1
               37              49               2              HF  1.12832   4800B2B1
               38              49               1              HF  1.04851   48007331
               38              49               2              HF  1.06406   4800B331
               39              49               1              HF  1.12610   480073B1
               39              49               2              HF  1.16330   4800B3B1
               29              51               1              HF  1.12966   48006EB3
               29              51               2              HF  1.03868   4800AEB3
               30              51               1              HF  1.13353   48006F33
               30              51               2              HF  1.03573   4800AF33
               31              51               1              HF  1.06308   48006FB3
               31              51               2              HF  1.06791   4800AFB3
               32              51               1              HF  1.12810   48007033
               32              51               2              HF  1.02877   4800B033
               33              51               1              HF  1.17049   480070B3
               33              51               2              HF  1.23900   4800B0B3
               34              51               1              HF  1.09232   48007133
               34              51               2              HF  1.12849   4800B133
               35              51               1              HF  1.09491   480071B3
               35              51               2              HF  1.05853   4800B1B3
               36              51               1              HF  1.17505   48007233
               36              51               2              HF  1.02201   4800B233
               37              51               1              HF  1.15196   480072B3
               37              51               2              HF  1.13552   4800B2B3
               38              51               1              HF  1.02528   48007333
               38              51               2              HF  1.17233   4800B333
               39              51               1              HF  1.13930   480073B3
               39              51               2              HF  1.17839   4800B3B3
               40              51               1              HF  1.09598   48007433
               40              51               2              HF  1.11119   4800B433
               41              51               1              HF  1.17599   480074B3
               41              51               2              HF  1.08438   4800B4B3
               29              53               1              HF  1.09418   48006EB5
               29              53               2              HF  1.08839   4800AEB5
               30              53               1              HF  1.03963   48006F35
               30              53               2              HF  1.07104   4800AF35
               31              53               1              HF  1.00257   48006FB5
               31              53               2              HF  1.20204   4800AFB5
               32              53               1              HF  1.11420   48007035
               32              53               2              HF  1.06613   4800B035
               33              53               1              HF  1.19588   480070B5
