#             eta             phi             dep             det            Mask       FGBitInfo           auxi1           auxi2
               21              57               0              HT               0         2883614             110              88 
               21              58               0              HT               0         2883614             110              88 
               21              59               0              HT               0         2883614             110              88 
               21              60               0              HT               0         2883614             110              88 
               21              61               0              HT               0         2883614             110              88 
               21              62               0              HT               0         2883614             110              88 
               21              63               0              HT               0         2883614             110              88 
               21              64               0              HT               0         2883614             110              88 
               21              65               0              HT               0         2883614             110              88 
               21              66               0              HT               0         2883614             110              88 
               21              67               0              HT               0         2883614             110              88 
               21              68               0              HT               0         2883614             110              88 
               21              69               0              HT               0         2883614             110              88 
               21              70               0              HT               0         2883614             110              88 
               21              71               0              HT               0         2883614             110              88 
               21              72               0              HT               0         2883614             110              88 
               22               1               0              HT               0         2883614             110              88 
               22               2               0              HT               0         2883614             110              88 
               22               3               0              HT               0         2883614             110              88 
               22               4               0              HT               0         2883614             110              88 
               22               5               0              HT               0         2883614             110              88 
               22               6               0              HT               0         2883614             110              88 
               22               7               0              HT               0         2883614             110              88 
               22               8               0              HT               0         2883614             110              88 
               22               9               0              HT               0         2883614             110              88 
               22              10               0              HT               0         2883614             110              88 
               22              11               0              HT               0         2883614             110              88 
               22              12               0              HT               0         2883614             110              88 
               22              13               0              HT               0         2883614             110              88 
               22              14               0              HT               0         2883614             110              88 
               22              15               0              HT               0         2883614             110              88 
               22              16               0              HT               0         2883614             110              88 
               22              17               0              HT               0         2883614             110              88 
               22              18               0              HT               0         2883614             110              88 
               22              19               0              HT               0         2883614             110              88 
               22              20               0              HT               0         2883614             110              88 
               22              21               0              HT               0         2883614             110              88 
               22              22               0              HT               0         2883614             110              88 
               22              23               0              HT               0         2883614             110              88 
               22              24               0              HT               0         2883614             110              88 
               22              25               0              HT               0         2883614             110              88 
               22              26               0              HT               0         2883614             110              88 
               22              27               0              HT               0         2883614             110              88 
               22              28               0              HT               0         2883614             110              88 
               22              29               0              HT               0         2883614             110              88 
               22              30               0              HT               0         2883614             110              88 
               22              31               0              HT               0         2883614             110              88 
               22              32               0              HT               0         2883614             110              88 
               22              33               0              HT               0         2883614             110              88 
               22              34               0              HT               0         2883614             110              88 
               22              35               0              HT               0         2883614             110              88 
               22              36               0              HT               0         2883614             110              88 
               22              37               0              HT               0         2883614             110              88 
               22              38               0              HT               0         2883614             110              88 
               22              39               0              HT               0         2883614             110              88 
               22              40               0              HT               0         2883614             110              88 
               22              41               0              HT               0         2883614             110              88 
               22              42               0              HT               0         2883614             110              88 
               22              43               0              HT               0         2883614             110              88 
               22              44               0              HT               0         2883614             110              88 
               22              45               0              HT               0         2883614             110              88 
               22              46               0              HT               0         2883614             110              88 
               22              47               0              HT               0         2883614             110              88 
               22              48               0              HT               0         2883614             110              88 
               22              49               0              HT               0         2883614             110              88 
               22              50               0              HT               0         2883614             110              88 
               22              51               0              HT               0         2883614             110              88 
               22              52               0              HT               0         2883614             110              88 
               22              53               0              HT               0         2883614             110              88 
               22              54               0              HT               0         2883614             110              88 
               22              55               0              HT               0         2883614             110              88 
               22              56               0              HT               0         2883614             110              88 
               22              57               0              HT               0         2883614             110              88 
               22              58               0              HT               0         2883614             110              88 
               22              59               0              HT               0         2883614             110              88 
               22              60               0              HT               0         2883614             110              88 
               22              61               0              HT               0         2883614             110              88 
               22              62               0              HT               0         2883614             110              88 
               22              63               0              HT               0         2883614             110              88 
               22              64               0              HT               0         2883614             110              88 
               22              65               0              HT               0         2883614             110              88 
               22              66               0              HT               0         2883614             110              88 
               22              67               0              HT               0         2883614             110              88 
               22              68               0              HT               0         2883614             110              88 
               22              69               0              HT               0         2883614             110              88 
               22              70               0              HT               0         2883614             110              88 
               22              71               0              HT               0         2883614             110              88 
               22              72               0              HT               0         2883614             110              88 
               23               1               0              HT               0         2883614             110              88 
               23               2               0              HT               0         2883614             110              88 
               23               3               0              HT               0         2883614             110              88 
               23               4               0              HT               0         2883614             110              88 
               23               5               0              HT               0         2883614             110              88 
               23               6               0              HT               0         2883614             110              88 
               23               7               0              HT               0         2883614             110              88 
               23               8               0              HT               0         2883614             110              88 
               23               9               0              HT               0         2883614             110              88 
               23              10               0              HT               0         2883614             110              88 
               23              11               0              HT               0         2883614             110              88 
               23              12               0              HT               0         2883614             110              88 
               23              13               0              HT               0         2883614             110              88 
               23              14               0              HT               0         2883614             110              88 
               23              15               0              HT               0         2883614             110              88 
               23              16               0              HT               0         2883614             110              88 
               23              17               0              HT               0         2883614             110              88 
               23              18               0              HT               0         2883614             110              88 
               23              19               0              HT               0         2883614             110              88 
               23              20               0              HT               0         2883614             110              88 
               23              21               0              HT               0         2883614             110              88 
               23              22               0              HT               0         2883614             110              88 
               23              23               0              HT               0         2883614             110              88 
               23              24               0              HT               0         2883614             110              88 
               23              25               0              HT               0         2883614             110              88 
               23              26               0              HT               0         2883614             110              88 
               23              27               0              HT               0         2883614             110              88 
               23              28               0              HT               0         2883614             110              88 
               23              29               0              HT               0         2883614             110              88 
               23              30               0              HT               0         2883614             110              88 
               23              31               0              HT               0         2883614             110              88 
               23              32               0              HT               0         2883614             110              88 
               23              33               0              HT               0         2883614             110              88 
               23              34               0              HT               0         2883614             110              88 
               23              35               0              HT               0         2883614             110              88 
               23              36               0              HT               0         2883614             110              88 
               23              37               0              HT               0         2883614             110              88 
               23              38               0              HT               0         2883614             110              88 
               23              39               0              HT               0         2883614             110              88 
               23              40               0              HT               0         2883614             110              88 
               23              41               0              HT               0         2883614             110              88 
               23              42               0              HT               0         2883614             110              88 
               23              43               0              HT               0         2883614             110              88 
               23              44               0              HT               0         2883614             110              88 
               23              45               0              HT               0         2883614             110              88 
               23              46               0              HT               0         2883614             110              88 
               23              47               0              HT               0         2883614             110              88 
               23              48               0              HT               0         2883614             110              88 
               23              49               0              HT               0         2883614             110              88 
               23              50               0              HT               0         2883614             110              88 
               23              51               0              HT               0         2883614             110              88 
               23              52               0              HT               0         2883614             110              88 
               23              53               0              HT               0         2883614             110              88 
               23              54               0              HT               0         2883614             110              88 
               23              55               0              HT               0         2883614             110              88 
               23              56               0              HT               0         2883614             110              88 
               23              57               0              HT               0         2883614             110              88 
               23              58               0              HT               0         2883614             110              88 
               23              59               0              HT               0         2883614             110              88 
               23              60               0              HT               0         2883614             110              88 
               23              61               0              HT               0         2883614             110              88 
               23              62               0              HT               0         2883614             110              88 
               23              63               0              HT               0         2883614             110              88 
               23              64               0              HT               0         2883614             110              88 
               23              65               0              HT               0         2883614             110              88 
               23              66               0              HT               0         2883614             110              88 
               23              67               0              HT               0         2883614             110              88 
               23              68               0              HT               0         2883614             110              88 
               23              69               0              HT               0         2883614             110              88 
               23              70               0              HT               0         2883614             110              88 
               23              71               0              HT               0         2883614             110              88 
               23              72               0              HT               0         2883614             110              88 
               24               1               0              HT               0         2883614             110              88 
               24               2               0              HT               0         2883614             110              88 
               24               3               0              HT               0         2883614             110              88 
               24               4               0              HT               0         2883614             110              88 
               24               5               0              HT               0         2883614             110              88 
               24               6               0              HT               0         2883614             110              88 
               24               7               0              HT               0         2883614             110              88 
               24               8               0              HT               0         2883614             110              88 
               24               9               0              HT               0         2883614             110              88 
               24              10               0              HT               0         2883614             110              88 
               24              11               0              HT               0         2883614             110              88 
               24              12               0              HT               0         2883614             110              88 
               24              13               0              HT               0         2883614             110              88 
               24              14               0              HT               0         2883614             110              88 
               24              15               0              HT               0         2883614             110              88 
               24              16               0              HT               0         2883614             110              88 
               24              17               0              HT               0         2883614             110              88 
               24              18               0              HT               0         2883614             110              88 
               24              19               0              HT               0         2883614             110              88 
               24              20               0              HT               0         2883614             110              88 
               24              21               0              HT               0         2883614             110              88 
               24              22               0              HT               0         2883614             110              88 
               24              23               0              HT               0         2883614             110              88 
               24              24               0              HT               0         2883614             110              88 
               24              25               0              HT               0         2883614             110              88 
               24              26               0              HT               0         2883614             110              88 
               24              27               0              HT               0         2883614             110              88 
               24              28               0              HT               0         2883614             110              88 
               24              29               0              HT               0         2883614             110              88 
               24              30               0              HT               0         2883614             110              88 
               24              31               0              HT               0         2883614             110              88 
               24              32               0              HT               0         2883614             110              88 
               24              33               0              HT               0         2883614             110              88 
               24              34               0              HT               0         2883614             110              88 
               24              35               0              HT               0         2883614             110              88 
               24              36               0              HT               0         2883614             110              88 
               24              37               0              HT               0         2883614             110              88 
               24              38               0              HT               0         2883614             110              88 
               24              39               0              HT               0         2883614             110              88 
               24              40               0              HT               0         2883614             110              88 
               24              41               0              HT               0         2883614             110              88 
               24              42               0              HT               0         2883614             110              88 
               24              43               0              HT               0         2883614             110              88 
               24              44               0              HT               0         2883614             110              88 
               24              45               0              HT               0         2883614             110              88 
               24              46               0              HT               0         2883614             110              88 
               24              47               0              HT               0         2883614             110              88 
               24              48               0              HT               0         2883614             110              88 
               24              49               0              HT               0         2883614             110              88 
               24              50               0              HT               0         2883614             110              88 
               24              51               0              HT               0         2883614             110              88 
               24              52               0              HT               0         2883614             110              88 
               24              53               0              HT               0         2883614             110              88 
               24              54               0              HT               0         2883614             110              88 
               24              55               0              HT               0         2883614             110              88 
               24              56               0              HT               0         2883614             110              88 
               24              57               0              HT               0         2883614             110              88 
               24              58               0              HT               0         2883614             110              88 
               24              59               0              HT               0         2883614             110              88 
               24              60               0              HT               0         2883614             110              88 
               24              61               0              HT               0         2883614             110              88 
               24              62               0              HT               0         2883614             110              88 
               24              63               0              HT               0         2883614             110              88 
               24              64               0              HT               0         2883614             110              88 
               24              65               0              HT               0         2883614             110              88 
               24              66               0              HT               0         2883614             110              88 
               24              67               0              HT               0         2883614             110              88 
               24              68               0              HT               0         2883614             110              88 
               24              69               0              HT               0         2883614             110              88 
               24              70               0              HT               0         2883614             110              88 
               24              71               0              HT               0         2883614             110              88 
               24              72               0              HT               0         2883614             110              88 
               25               1               0              HT               0         2883614             110              88 
               25               2               0              HT               0         2883614             110              88 
               25               3               0              HT               0         2883614             110              88 
               25               4               0              HT               0         2883614             110              88 
               25               5               0              HT               0         2883614             110              88 
               25               6               0              HT               0         2883614             110              88 
               25               7               0              HT               0         2883614             110              88 
               25               8               0              HT               0         2883614             110              88 
               25               9               0              HT               0         2883614             110              88 
               25              10               0              HT               0         2883614             110              88 
               25              11               0              HT               0         2883614             110              88 
               25              12               0              HT               0         2883614             110              88 
               25              13               0              HT               0         2883614             110              88 
               25              14               0              HT               0         2883614             110              88 
               25              15               0              HT               0         2883614             110              88 
               25              16               0              HT               0         2883614             110              88 
               25              17               0              HT               0         2883614             110              88 
               25              18               0              HT               0         2883614             110              88 
               25              19               0              HT               0         2883614             110              88 
               25              20               0              HT               0         2883614             110              88 
               25              21               0              HT               0         2883614             110              88 
               25              22               0              HT               0         2883614             110              88 
               25              23               0              HT               0         2883614             110              88 
               25              24               0              HT               0         2883614             110              88 
               25              25               0              HT               0         2883614             110              88 
               25              26               0              HT               0         2883614             110              88 
               25              27               0              HT               0         2883614             110              88 
               25              28               0              HT               0         2883614             110              88 
               25              29               0              HT               0         2883614             110              88 
               25              30               0              HT               0         2883614             110              88 
               25              31               0              HT               0         2883614             110              88 
               25              32               0              HT               0         2883614             110              88 
               25              33               0              HT               0         2883614             110              88 
               25              34               0              HT               0         2883614             110              88 
               25              35               0              HT               0         2883614             110              88 
               25              36               0              HT               0         2883614             110              88 
               25              37               0              HT               0         2883614             110              88 
               25              38               0              HT               0         2883614             110              88 
               25              39               0              HT               0         2883614             110              88 
               25              40               0              HT               0         2883614             110              88 
               25              41               0              HT               0         2883614             110              88 
               25              42               0              HT               0         2883614             110              88 
               25              43               0              HT               0         2883614             110              88 
               25              44               0              HT               0         2883614             110              88 
               25              45               0              HT               0         2883614             110              88 
               25              46               0              HT               0         2883614             110              88 
               25              47               0              HT               0         2883614             110              88 
               25              48               0              HT               0         2883614             110              88 
               25              49               0              HT               0         2883614             110              88 
               25              50               0              HT               0         2883614             110              88 
               25              51               0              HT               0         2883614             110              88 
               25              52               0              HT               0         2883614             110              88 
               25              53               0              HT               0         2883614             110              88 
               25              54               0              HT               0         2883614             110              88 
               25              55               0              HT               0         2883614             110              88 
               25              56               0              HT               0         2883614             110              88 
               25              57               0              HT               0         2883614             110              88 
               25              58               0              HT               0         2883614             110              88 
               25              59               0              HT               0         2883614             110              88 
               25              60               0              HT               0         2883614             110              88 
               25              61               0              HT               0         2883614             110              88 
               25              62               0              HT               0         2883614             110              88 
               25              63               0              HT               0         2883614             110              88 
               25              64               0              HT               0         2883614             110              88 
               25              65               0              HT               0         2883614             110              88 
               25              66               0              HT               0         2883614             110              88 
               25              67               0              HT               0         2883614             110              88 
               25              68               0              HT               0         2883614             110              88 
               25              69               0              HT               0         2883614             110              88 
               25              70               0              HT               0         2883614             110              88 
               25              71               0              HT               0         2883614             110              88 
               25              72               0              HT               0         2883614             110              88 
               26               1               0              HT               0         2883614             110              88 
               26               2               0              HT               0         2883614             110              88 
               26               3               0              HT               0         2883614             110              88 
               26               4               0              HT               0         2883614             110              88 
               26               5               0              HT               0         2883614             110              88 
               26               6               0              HT               0         2883614             110              88 
               26               7               0              HT               0         2883614             110              88 
               26               8               0              HT               0         2883614             110              88 
               26               9               0              HT               0         2883614             110              88 
               26              10               0              HT               0         2883614             110              88 
               26              11               0              HT               0         2883614             110              88 
               26              12               0              HT               0         2883614             110              88 
               26              13               0              HT               0         2883614             110              88 
               26              14               0              HT               0         2883614             110              88 
               26              15               0              HT               0         2883614             110              88 
               26              16               0              HT               0         2883614             110              88 
               26              17               0              HT               0         2883614             110              88 
               26              18               0              HT               0         2883614             110              88 
               26              19               0              HT               0         2883614             110              88 
               26              20               0              HT               0         2883614             110              88 
               26              21               0              HT               0         2883614             110              88 
               26              22               0              HT               0         2883614             110              88 
               26              23               0              HT               0         2883614             110              88 
               26              24               0              HT               0         2883614             110              88 
               26              25               0              HT               0         2883614             110              88 
               26              26               0              HT               0         2883614             110              88 
               26              27               0              HT               0         2883614             110              88 
               26              28               0              HT               0         2883614             110              88 
               26              29               0              HT               0         2883614             110              88 
               26              30               0              HT               0         2883614             110              88 
               26              31               0              HT               0         2883614             110              88 
               26              32               0              HT               0         2883614             110              88 
               26              33               0              HT               0         2883614             110              88 
               26              34               0              HT               0         2883614             110              88 
               26              35               0              HT               0         2883614             110              88 
               26              36               0              HT               0         2883614             110              88 
               26              37               0              HT               0         2883614             110              88 
               26              38               0              HT               0         2883614             110              88 
               26              39               0              HT               0         2883614             110              88 
               26              40               0              HT               0         2883614             110              88 
