
# Shape identification bit vs |ieta|,shape,E. Dummy LUT without shape veto
# Index is compressedShape+compressedE<<4+compressedIeta<<8. 
# Compression version is v4
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V5 12 1 </header>

0 1  # abs(compressedIeta)=0, compressedE=0, compressedShape=0
3151 1  # abs(compressedIeta)=12, compressedE=4, compressedShape=15
3152 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=0
3153 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=1
3154 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=2
3155 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=3
3156 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=4
3157 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=5
3158 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=6
3159 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=7
3160 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=8
3161 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=9
3162 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=10
3163 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=11
3164 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=12
3165 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=13
3166 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=14
3167 1  # abs(compressedIeta)=12, compressedE=5, compressedShape=15
3168 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=0
3169 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=1
3170 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=2
3171 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=3
3172 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=4
3173 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=5
3174 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=6
3175 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=7
3176 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=8
3177 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=9
3178 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=10
3179 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=11
3180 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=12
3181 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=13
3182 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=14
3183 1  # abs(compressedIeta)=12, compressedE=6, compressedShape=15
3184 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=0
3185 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=1
3186 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=2
3187 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=3
3188 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=4
3189 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=5
3190 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=6
3191 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=7
3192 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=8
3193 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=9
3194 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=10
3195 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=11
3196 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=12
3197 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=13
3198 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=14
3199 1  # abs(compressedIeta)=12, compressedE=7, compressedShape=15
3200 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=0
3201 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=1
3202 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=2
3203 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=3
3204 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=4
3205 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=5
3206 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=6
3207 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=7
3208 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=8
3209 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=9
3210 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=10
3211 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=11
3212 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=12
3213 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=13
3214 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=14
3215 1  # abs(compressedIeta)=12, compressedE=8, compressedShape=15
3216 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=0
3217 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=1
3218 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=2
3219 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=3
3220 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=4
3221 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=5
3222 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=6
3223 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=7
3224 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=8
3225 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=9
3226 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=10
3227 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=11
3228 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=12
3229 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=13
3230 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=14
3231 1  # abs(compressedIeta)=12, compressedE=9, compressedShape=15
3232 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=0
3233 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=1
3234 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=2
3235 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=3
3236 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=4
3237 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=5
3238 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=6
3239 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=7
3240 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=8
3241 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=9
3242 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=10
3243 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=11
3244 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=12
3245 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=13
3246 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=14
3247 1  # abs(compressedIeta)=12, compressedE=10, compressedShape=15
3248 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=0
3249 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=1
3250 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=2
3251 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=3
3252 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=4
3253 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=5
3254 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=6
3255 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=7
3256 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=8
3257 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=9
3258 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=10
3259 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=11
3260 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=12
3261 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=13
3262 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=14
3263 1  # abs(compressedIeta)=12, compressedE=11, compressedShape=15
3264 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=0
3265 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=1
3266 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=2
3267 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=3
3268 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=4
3269 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=5
3270 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=6
3271 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=7
3272 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=8
3273 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=9
3274 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=10
3275 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=11
3276 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=12
3277 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=13
3278 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=14
3279 1  # abs(compressedIeta)=12, compressedE=12, compressedShape=15
3280 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=0
3281 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=1
3282 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=2
3283 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=3
3284 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=4
3285 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=5
3286 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=6
3287 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=7
3288 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=8
3289 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=9
3290 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=10
3291 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=11
3292 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=12
3293 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=13
3294 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=14
3295 1  # abs(compressedIeta)=12, compressedE=13, compressedShape=15
3296 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=0
3297 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=1
3298 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=2
3299 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=3
3300 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=4
3301 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=5
3302 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=6
3303 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=7
3304 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=8
3305 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=9
3306 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=10
3307 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=11
3308 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=12
3309 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=13
3310 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=14
3311 1  # abs(compressedIeta)=12, compressedE=14, compressedShape=15
3312 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=0
3313 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=1
3314 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=2
3315 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=3
3316 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=4
3317 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=5
3318 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=6
3319 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=7
3320 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=8
3321 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=9
3322 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=10
3323 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=11
3324 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=12
3325 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=13
3326 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=14
3327 1  # abs(compressedIeta)=12, compressedE=15, compressedShape=15
3328 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=0
3329 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=1
3330 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=2
3331 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=3
3332 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=4
3333 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=5
3334 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=6
3335 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=7
3336 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=8
3337 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=9
3338 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=10
3339 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=11
3340 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=12
3341 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=13
3342 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=14
3343 1  # abs(compressedIeta)=13, compressedE=0, compressedShape=15
3344 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=0
3345 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=1
3346 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=2
3347 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=3
3348 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=4
3349 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=5
3350 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=6
3351 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=7
3352 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=8
3353 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=9
3354 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=10
3355 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=11
3356 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=12
3357 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=13
3358 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=14
3359 1  # abs(compressedIeta)=13, compressedE=1, compressedShape=15
3360 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=0
3361 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=1
3362 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=2
3363 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=3
3364 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=4
3365 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=5
3366 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=6
3367 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=7
3368 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=8
3369 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=9
3370 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=10
3371 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=11
3372 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=12
3373 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=13
3374 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=14
3375 1  # abs(compressedIeta)=13, compressedE=2, compressedShape=15
3376 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=0
3377 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=1
3378 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=2
3379 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=3
3380 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=4
3381 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=5
3382 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=6
3383 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=7
3384 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=8
3385 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=9
3386 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=10
3387 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=11
3388 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=12
3389 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=13
3390 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=14
3391 1  # abs(compressedIeta)=13, compressedE=3, compressedShape=15
3392 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=0
3393 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=1
3394 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=2
3395 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=3
3396 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=4
3397 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=5
3398 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=6
3399 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=7
3400 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=8
3401 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=9
3402 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=10
3403 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=11
3404 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=12
3405 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=13
3406 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=14
3407 1  # abs(compressedIeta)=13, compressedE=4, compressedShape=15
3408 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=0
3409 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=1
3410 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=2
3411 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=3
3412 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=4
3413 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=5
3414 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=6
3415 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=7
3416 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=8
3417 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=9
3418 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=10
3419 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=11
3420 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=12
3421 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=13
3422 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=14
3423 1  # abs(compressedIeta)=13, compressedE=5, compressedShape=15
3424 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=0
3425 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=1
3426 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=2
3427 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=3
3428 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=4
3429 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=5
3430 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=6
3431 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=7
3432 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=8
3433 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=9
3434 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=10
3435 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=11
3436 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=12
3437 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=13
3438 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=14
3439 1  # abs(compressedIeta)=13, compressedE=6, compressedShape=15
3440 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=0
3441 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=1
3442 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=2
3443 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=3
3444 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=4
3445 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=5
3446 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=6
3447 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=7
3448 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=8
3449 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=9
3450 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=10
3451 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=11
3452 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=12
3453 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=13
3454 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=14
3455 1  # abs(compressedIeta)=13, compressedE=7, compressedShape=15
3456 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=0
3457 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=1
3458 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=2
3459 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=3
3460 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=4
3461 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=5
3462 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=6
3463 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=7
3464 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=8
3465 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=9
3466 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=10
3467 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=11
3468 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=12
3469 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=13
3470 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=14
3471 1  # abs(compressedIeta)=13, compressedE=8, compressedShape=15
3472 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=0
3473 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=1
3474 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=2
3475 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=3
3476 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=4
3477 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=5
3478 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=6
3479 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=7
3480 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=8
3481 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=9
3482 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=10
3483 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=11
3484 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=12
3485 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=13
3486 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=14
3487 1  # abs(compressedIeta)=13, compressedE=9, compressedShape=15
3488 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=0
3489 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=1
3490 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=2
3491 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=3
3492 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=4
3493 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=5
3494 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=6
3495 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=7
3496 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=8
3497 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=9
3498 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=10
3499 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=11
3500 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=12
3501 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=13
3502 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=14
3503 1  # abs(compressedIeta)=13, compressedE=10, compressedShape=15
3504 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=0
3505 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=1
3506 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=2
3507 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=3
3508 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=4
3509 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=5
3510 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=6
3511 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=7
3512 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=8
3513 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=9
3514 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=10
3515 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=11
3516 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=12
3517 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=13
3518 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=14
3519 1  # abs(compressedIeta)=13, compressedE=11, compressedShape=15
3520 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=0
3521 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=1
3522 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=2
3523 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=3
3524 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=4
3525 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=5
3526 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=6
3527 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=7
3528 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=8
3529 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=9
3530 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=10
3531 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=11
3532 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=12
3533 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=13
3534 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=14
3535 1  # abs(compressedIeta)=13, compressedE=12, compressedShape=15
3536 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=0
3537 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=1
3538 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=2
3539 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=3
3540 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=4
3541 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=5
3542 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=6
3543 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=7
3544 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=8
3545 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=9
3546 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=10
3547 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=11
3548 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=12
3549 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=13
3550 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=14
3551 1  # abs(compressedIeta)=13, compressedE=13, compressedShape=15
3552 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=0
3553 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=1
3554 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=2
3555 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=3
3556 1  # abs(compressedIeta)=13, compressedE=14, compressedShape=4
