# e/g max H/E vs |ieta| and hwPt
# Index is (|ieta|-1)*256+hwPt. 
# Cuts corresponding to 99.5% efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V1 13 9 </header>

0 66 # ieta=1, ET=0, H/E<=0.12890625
5483 21 # ieta=22, ET=107, H/E<=0.041015625
5484 21 # ieta=22, ET=108, H/E<=0.041015625
5485 29 # ieta=22, ET=109, H/E<=0.056640625
5486 29 # ieta=22, ET=110, H/E<=0.056640625
5487 29 # ieta=22, ET=111, H/E<=0.056640625
5488 29 # ieta=22, ET=112, H/E<=0.056640625
5489 29 # ieta=22, ET=113, H/E<=0.056640625
5490 29 # ieta=22, ET=114, H/E<=0.056640625
5491 29 # ieta=22, ET=115, H/E<=0.056640625
5492 29 # ieta=22, ET=116, H/E<=0.056640625
5493 29 # ieta=22, ET=117, H/E<=0.056640625
5494 29 # ieta=22, ET=118, H/E<=0.056640625
5495 22 # ieta=22, ET=119, H/E<=0.04296875
5496 22 # ieta=22, ET=120, H/E<=0.04296875
5497 22 # ieta=22, ET=121, H/E<=0.04296875
5498 22 # ieta=22, ET=122, H/E<=0.04296875
5499 22 # ieta=22, ET=123, H/E<=0.04296875
5500 22 # ieta=22, ET=124, H/E<=0.04296875
5501 22 # ieta=22, ET=125, H/E<=0.04296875
5502 22 # ieta=22, ET=126, H/E<=0.04296875
5503 22 # ieta=22, ET=127, H/E<=0.04296875
5504 22 # ieta=22, ET=128, H/E<=0.04296875
5505 22 # ieta=22, ET=129, H/E<=0.04296875
5506 22 # ieta=22, ET=130, H/E<=0.04296875
5507 22 # ieta=22, ET=131, H/E<=0.04296875
5508 22 # ieta=22, ET=132, H/E<=0.04296875
5509 22 # ieta=22, ET=133, H/E<=0.04296875
5510 22 # ieta=22, ET=134, H/E<=0.04296875
5511 22 # ieta=22, ET=135, H/E<=0.04296875
5512 22 # ieta=22, ET=136, H/E<=0.04296875
5513 22 # ieta=22, ET=137, H/E<=0.04296875
5514 22 # ieta=22, ET=138, H/E<=0.04296875
5515 25 # ieta=22, ET=139, H/E<=0.048828125
5516 25 # ieta=22, ET=140, H/E<=0.048828125
5517 25 # ieta=22, ET=141, H/E<=0.048828125
5518 25 # ieta=22, ET=142, H/E<=0.048828125
5519 25 # ieta=22, ET=143, H/E<=0.048828125
5520 25 # ieta=22, ET=144, H/E<=0.048828125
5521 25 # ieta=22, ET=145, H/E<=0.048828125
5522 25 # ieta=22, ET=146, H/E<=0.048828125
5523 25 # ieta=22, ET=147, H/E<=0.048828125
5524 25 # ieta=22, ET=148, H/E<=0.048828125
5525 25 # ieta=22, ET=149, H/E<=0.048828125
5526 25 # ieta=22, ET=150, H/E<=0.048828125
5527 25 # ieta=22, ET=151, H/E<=0.048828125
5528 25 # ieta=22, ET=152, H/E<=0.048828125
5529 25 # ieta=22, ET=153, H/E<=0.048828125
5530 25 # ieta=22, ET=154, H/E<=0.048828125
5531 25 # ieta=22, ET=155, H/E<=0.048828125
5532 25 # ieta=22, ET=156, H/E<=0.048828125
5533 25 # ieta=22, ET=157, H/E<=0.048828125
5534 25 # ieta=22, ET=158, H/E<=0.048828125
5535 37 # ieta=22, ET=159, H/E<=0.072265625
5536 37 # ieta=22, ET=160, H/E<=0.072265625
5537 37 # ieta=22, ET=161, H/E<=0.072265625
5538 37 # ieta=22, ET=162, H/E<=0.072265625
5539 37 # ieta=22, ET=163, H/E<=0.072265625
5540 37 # ieta=22, ET=164, H/E<=0.072265625
5541 37 # ieta=22, ET=165, H/E<=0.072265625
5542 37 # ieta=22, ET=166, H/E<=0.072265625
5543 37 # ieta=22, ET=167, H/E<=0.072265625
5544 37 # ieta=22, ET=168, H/E<=0.072265625
5545 37 # ieta=22, ET=169, H/E<=0.072265625
5546 511 # ieta=22, ET=170, H/E<=0.998046875
5547 511 # ieta=22, ET=171, H/E<=0.998046875
5548 511 # ieta=22, ET=172, H/E<=0.998046875
5549 511 # ieta=22, ET=173, H/E<=0.998046875
5550 511 # ieta=22, ET=174, H/E<=0.998046875
5551 511 # ieta=22, ET=175, H/E<=0.998046875
5552 511 # ieta=22, ET=176, H/E<=0.998046875
5553 511 # ieta=22, ET=177, H/E<=0.998046875
5554 511 # ieta=22, ET=178, H/E<=0.998046875
5555 511 # ieta=22, ET=179, H/E<=0.998046875
5556 511 # ieta=22, ET=180, H/E<=0.998046875
5557 511 # ieta=22, ET=181, H/E<=0.998046875
5558 511 # ieta=22, ET=182, H/E<=0.998046875
5559 511 # ieta=22, ET=183, H/E<=0.998046875
5560 511 # ieta=22, ET=184, H/E<=0.998046875
5561 511 # ieta=22, ET=185, H/E<=0.998046875
5562 511 # ieta=22, ET=186, H/E<=0.998046875
5563 511 # ieta=22, ET=187, H/E<=0.998046875
5564 511 # ieta=22, ET=188, H/E<=0.998046875
5565 511 # ieta=22, ET=189, H/E<=0.998046875
5566 511 # ieta=22, ET=190, H/E<=0.998046875
5567 511 # ieta=22, ET=191, H/E<=0.998046875
5568 511 # ieta=22, ET=192, H/E<=0.998046875
5569 511 # ieta=22, ET=193, H/E<=0.998046875
5570 511 # ieta=22, ET=194, H/E<=0.998046875
5571 511 # ieta=22, ET=195, H/E<=0.998046875
5572 511 # ieta=22, ET=196, H/E<=0.998046875
5573 511 # ieta=22, ET=197, H/E<=0.998046875
5574 511 # ieta=22, ET=198, H/E<=0.998046875
5575 511 # ieta=22, ET=199, H/E<=0.998046875
5576 511 # ieta=22, ET=200, H/E<=0.998046875
5577 511 # ieta=22, ET=201, H/E<=0.998046875
5578 511 # ieta=22, ET=202, H/E<=0.998046875
5579 511 # ieta=22, ET=203, H/E<=0.998046875
5580 511 # ieta=22, ET=204, H/E<=0.998046875
5581 511 # ieta=22, ET=205, H/E<=0.998046875
5582 511 # ieta=22, ET=206, H/E<=0.998046875
5583 511 # ieta=22, ET=207, H/E<=0.998046875
5584 511 # ieta=22, ET=208, H/E<=0.998046875
5585 511 # ieta=22, ET=209, H/E<=0.998046875
5586 511 # ieta=22, ET=210, H/E<=0.998046875
5587 511 # ieta=22, ET=211, H/E<=0.998046875
5588 511 # ieta=22, ET=212, H/E<=0.998046875
5589 511 # ieta=22, ET=213, H/E<=0.998046875
5590 511 # ieta=22, ET=214, H/E<=0.998046875
5591 511 # ieta=22, ET=215, H/E<=0.998046875
5592 511 # ieta=22, ET=216, H/E<=0.998046875
5593 511 # ieta=22, ET=217, H/E<=0.998046875
5594 511 # ieta=22, ET=218, H/E<=0.998046875
5595 511 # ieta=22, ET=219, H/E<=0.998046875
5596 511 # ieta=22, ET=220, H/E<=0.998046875
5597 511 # ieta=22, ET=221, H/E<=0.998046875
5598 511 # ieta=22, ET=222, H/E<=0.998046875
5599 511 # ieta=22, ET=223, H/E<=0.998046875
5600 511 # ieta=22, ET=224, H/E<=0.998046875
5601 511 # ieta=22, ET=225, H/E<=0.998046875
5602 511 # ieta=22, ET=226, H/E<=0.998046875
5603 511 # ieta=22, ET=227, H/E<=0.998046875
5604 511 # ieta=22, ET=228, H/E<=0.998046875
5605 511 # ieta=22, ET=229, H/E<=0.998046875
5606 511 # ieta=22, ET=230, H/E<=0.998046875
5607 511 # ieta=22, ET=231, H/E<=0.998046875
5608 511 # ieta=22, ET=232, H/E<=0.998046875
5609 511 # ieta=22, ET=233, H/E<=0.998046875
5610 511 # ieta=22, ET=234, H/E<=0.998046875
5611 511 # ieta=22, ET=235, H/E<=0.998046875
5612 511 # ieta=22, ET=236, H/E<=0.998046875
5613 511 # ieta=22, ET=237, H/E<=0.998046875
5614 511 # ieta=22, ET=238, H/E<=0.998046875
5615 511 # ieta=22, ET=239, H/E<=0.998046875
5616 511 # ieta=22, ET=240, H/E<=0.998046875
5617 511 # ieta=22, ET=241, H/E<=0.998046875
5618 511 # ieta=22, ET=242, H/E<=0.998046875
5619 511 # ieta=22, ET=243, H/E<=0.998046875
5620 511 # ieta=22, ET=244, H/E<=0.998046875
5621 511 # ieta=22, ET=245, H/E<=0.998046875
5622 511 # ieta=22, ET=246, H/E<=0.998046875
5623 511 # ieta=22, ET=247, H/E<=0.998046875
5624 511 # ieta=22, ET=248, H/E<=0.998046875
5625 511 # ieta=22, ET=249, H/E<=0.998046875
5626 511 # ieta=22, ET=250, H/E<=0.998046875
5627 511 # ieta=22, ET=251, H/E<=0.998046875
5628 511 # ieta=22, ET=252, H/E<=0.998046875
5629 511 # ieta=22, ET=253, H/E<=0.998046875
5630 511 # ieta=22, ET=254, H/E<=0.998046875
5631 511 # ieta=22, ET=255, H/E<=0.998046875
5632 41 # ieta=23, ET=0, H/E<=0.080078125
5633 41 # ieta=23, ET=1, H/E<=0.080078125
5634 41 # ieta=23, ET=2, H/E<=0.080078125
5635 41 # ieta=23, ET=3, H/E<=0.080078125
5636 41 # ieta=23, ET=4, H/E<=0.080078125
5637 41 # ieta=23, ET=5, H/E<=0.080078125
5638 41 # ieta=23, ET=6, H/E<=0.080078125
5639 41 # ieta=23, ET=7, H/E<=0.080078125
5640 41 # ieta=23, ET=8, H/E<=0.080078125
5641 41 # ieta=23, ET=9, H/E<=0.080078125
5642 41 # ieta=23, ET=10, H/E<=0.080078125
5643 41 # ieta=23, ET=11, H/E<=0.080078125
5644 41 # ieta=23, ET=12, H/E<=0.080078125
5645 41 # ieta=23, ET=13, H/E<=0.080078125
5646 41 # ieta=23, ET=14, H/E<=0.080078125
5647 41 # ieta=23, ET=15, H/E<=0.080078125
5648 41 # ieta=23, ET=16, H/E<=0.080078125
5649 41 # ieta=23, ET=17, H/E<=0.080078125
5650 41 # ieta=23, ET=18, H/E<=0.080078125
5651 41 # ieta=23, ET=19, H/E<=0.080078125
5652 41 # ieta=23, ET=20, H/E<=0.080078125
5653 41 # ieta=23, ET=21, H/E<=0.080078125
5654 41 # ieta=23, ET=22, H/E<=0.080078125
5655 41 # ieta=23, ET=23, H/E<=0.080078125
5656 41 # ieta=23, ET=24, H/E<=0.080078125
5657 41 # ieta=23, ET=25, H/E<=0.080078125
5658 41 # ieta=23, ET=26, H/E<=0.080078125
5659 41 # ieta=23, ET=27, H/E<=0.080078125
5660 41 # ieta=23, ET=28, H/E<=0.080078125
5661 41 # ieta=23, ET=29, H/E<=0.080078125
5662 41 # ieta=23, ET=30, H/E<=0.080078125
5663 41 # ieta=23, ET=31, H/E<=0.080078125
5664 41 # ieta=23, ET=32, H/E<=0.080078125
5665 41 # ieta=23, ET=33, H/E<=0.080078125
5666 41 # ieta=23, ET=34, H/E<=0.080078125
5667 41 # ieta=23, ET=35, H/E<=0.080078125
5668 41 # ieta=23, ET=36, H/E<=0.080078125
5669 41 # ieta=23, ET=37, H/E<=0.080078125
5670 41 # ieta=23, ET=38, H/E<=0.080078125
5671 33 # ieta=23, ET=39, H/E<=0.064453125
5672 33 # ieta=23, ET=40, H/E<=0.064453125
5673 33 # ieta=23, ET=41, H/E<=0.064453125
5674 33 # ieta=23, ET=42, H/E<=0.064453125
5675 33 # ieta=23, ET=43, H/E<=0.064453125
5676 33 # ieta=23, ET=44, H/E<=0.064453125
5677 33 # ieta=23, ET=45, H/E<=0.064453125
5678 33 # ieta=23, ET=46, H/E<=0.064453125
5679 33 # ieta=23, ET=47, H/E<=0.064453125
5680 33 # ieta=23, ET=48, H/E<=0.064453125
5681 33 # ieta=23, ET=49, H/E<=0.064453125
5682 33 # ieta=23, ET=50, H/E<=0.064453125
5683 33 # ieta=23, ET=51, H/E<=0.064453125
5684 33 # ieta=23, ET=52, H/E<=0.064453125
5685 33 # ieta=23, ET=53, H/E<=0.064453125
5686 33 # ieta=23, ET=54, H/E<=0.064453125
5687 33 # ieta=23, ET=55, H/E<=0.064453125
5688 33 # ieta=23, ET=56, H/E<=0.064453125
5689 33 # ieta=23, ET=57, H/E<=0.064453125
5690 33 # ieta=23, ET=58, H/E<=0.064453125
5691 30 # ieta=23, ET=59, H/E<=0.05859375
5692 30 # ieta=23, ET=60, H/E<=0.05859375
5693 30 # ieta=23, ET=61, H/E<=0.05859375
5694 30 # ieta=23, ET=62, H/E<=0.05859375
5695 30 # ieta=23, ET=63, H/E<=0.05859375
5696 30 # ieta=23, ET=64, H/E<=0.05859375
5697 30 # ieta=23, ET=65, H/E<=0.05859375
5698 30 # ieta=23, ET=66, H/E<=0.05859375
5699 30 # ieta=23, ET=67, H/E<=0.05859375
5700 30 # ieta=23, ET=68, H/E<=0.05859375
5701 23 # ieta=23, ET=69, H/E<=0.044921875
5702 23 # ieta=23, ET=70, H/E<=0.044921875
5703 23 # ieta=23, ET=71, H/E<=0.044921875
5704 23 # ieta=23, ET=72, H/E<=0.044921875
5705 23 # ieta=23, ET=73, H/E<=0.044921875
5706 23 # ieta=23, ET=74, H/E<=0.044921875
5707 23 # ieta=23, ET=75, H/E<=0.044921875
5708 23 # ieta=23, ET=76, H/E<=0.044921875
5709 23 # ieta=23, ET=77, H/E<=0.044921875
5710 23 # ieta=23, ET=78, H/E<=0.044921875
5711 22 # ieta=23, ET=79, H/E<=0.04296875
5712 22 # ieta=23, ET=80, H/E<=0.04296875
5713 22 # ieta=23, ET=81, H/E<=0.04296875
5714 22 # ieta=23, ET=82, H/E<=0.04296875
5715 22 # ieta=23, ET=83, H/E<=0.04296875
5716 22 # ieta=23, ET=84, H/E<=0.04296875
5717 22 # ieta=23, ET=85, H/E<=0.04296875
5718 22 # ieta=23, ET=86, H/E<=0.04296875
5719 22 # ieta=23, ET=87, H/E<=0.04296875
5720 22 # ieta=23, ET=88, H/E<=0.04296875
5721 26 # ieta=23, ET=89, H/E<=0.05078125
5722 26 # ieta=23, ET=90, H/E<=0.05078125
5723 26 # ieta=23, ET=91, H/E<=0.05078125
5724 26 # ieta=23, ET=92, H/E<=0.05078125
5725 26 # ieta=23, ET=93, H/E<=0.05078125
5726 26 # ieta=23, ET=94, H/E<=0.05078125
5727 26 # ieta=23, ET=95, H/E<=0.05078125
5728 26 # ieta=23, ET=96, H/E<=0.05078125
5729 26 # ieta=23, ET=97, H/E<=0.05078125
5730 26 # ieta=23, ET=98, H/E<=0.05078125
5731 23 # ieta=23, ET=99, H/E<=0.044921875
5732 23 # ieta=23, ET=100, H/E<=0.044921875
5733 23 # ieta=23, ET=101, H/E<=0.044921875
5734 23 # ieta=23, ET=102, H/E<=0.044921875
5735 23 # ieta=23, ET=103, H/E<=0.044921875
5736 23 # ieta=23, ET=104, H/E<=0.044921875
5737 23 # ieta=23, ET=105, H/E<=0.044921875
5738 23 # ieta=23, ET=106, H/E<=0.044921875
5739 23 # ieta=23, ET=107, H/E<=0.044921875
5740 23 # ieta=23, ET=108, H/E<=0.044921875
5741 33 # ieta=23, ET=109, H/E<=0.064453125
5742 33 # ieta=23, ET=110, H/E<=0.064453125
5743 33 # ieta=23, ET=111, H/E<=0.064453125
5744 33 # ieta=23, ET=112, H/E<=0.064453125
5745 33 # ieta=23, ET=113, H/E<=0.064453125
5746 33 # ieta=23, ET=114, H/E<=0.064453125
5747 33 # ieta=23, ET=115, H/E<=0.064453125
5748 33 # ieta=23, ET=116, H/E<=0.064453125
5749 33 # ieta=23, ET=117, H/E<=0.064453125
5750 33 # ieta=23, ET=118, H/E<=0.064453125
5751 26 # ieta=23, ET=119, H/E<=0.05078125
5752 26 # ieta=23, ET=120, H/E<=0.05078125
5753 26 # ieta=23, ET=121, H/E<=0.05078125
5754 26 # ieta=23, ET=122, H/E<=0.05078125
5755 26 # ieta=23, ET=123, H/E<=0.05078125
5756 26 # ieta=23, ET=124, H/E<=0.05078125
5757 26 # ieta=23, ET=125, H/E<=0.05078125
5758 26 # ieta=23, ET=126, H/E<=0.05078125
5759 26 # ieta=23, ET=127, H/E<=0.05078125
5760 26 # ieta=23, ET=128, H/E<=0.05078125
5761 26 # ieta=23, ET=129, H/E<=0.05078125
5762 26 # ieta=23, ET=130, H/E<=0.05078125
5763 26 # ieta=23, ET=131, H/E<=0.05078125
5764 26 # ieta=23, ET=132, H/E<=0.05078125
5765 26 # ieta=23, ET=133, H/E<=0.05078125
5766 26 # ieta=23, ET=134, H/E<=0.05078125
5767 26 # ieta=23, ET=135, H/E<=0.05078125
5768 26 # ieta=23, ET=136, H/E<=0.05078125
5769 26 # ieta=23, ET=137, H/E<=0.05078125
5770 26 # ieta=23, ET=138, H/E<=0.05078125
5771 30 # ieta=23, ET=139, H/E<=0.05859375
5772 30 # ieta=23, ET=140, H/E<=0.05859375
5773 30 # ieta=23, ET=141, H/E<=0.05859375
5774 30 # ieta=23, ET=142, H/E<=0.05859375
5775 30 # ieta=23, ET=143, H/E<=0.05859375
5776 30 # ieta=23, ET=144, H/E<=0.05859375
5777 30 # ieta=23, ET=145, H/E<=0.05859375
5778 30 # ieta=23, ET=146, H/E<=0.05859375
5779 30 # ieta=23, ET=147, H/E<=0.05859375
5780 30 # ieta=23, ET=148, H/E<=0.05859375
5781 30 # ieta=23, ET=149, H/E<=0.05859375
5782 30 # ieta=23, ET=150, H/E<=0.05859375
5783 30 # ieta=23, ET=151, H/E<=0.05859375
5784 30 # ieta=23, ET=152, H/E<=0.05859375
5785 30 # ieta=23, ET=153, H/E<=0.05859375
5786 30 # ieta=23, ET=154, H/E<=0.05859375
5787 30 # ieta=23, ET=155, H/E<=0.05859375
5788 30 # ieta=23, ET=156, H/E<=0.05859375
5789 30 # ieta=23, ET=157, H/E<=0.05859375
5790 30 # ieta=23, ET=158, H/E<=0.05859375
5791 41 # ieta=23, ET=159, H/E<=0.080078125
5792 41 # ieta=23, ET=160, H/E<=0.080078125
5793 41 # ieta=23, ET=161, H/E<=0.080078125
5794 41 # ieta=23, ET=162, H/E<=0.080078125
5795 41 # ieta=23, ET=163, H/E<=0.080078125
5796 41 # ieta=23, ET=164, H/E<=0.080078125
5797 41 # ieta=23, ET=165, H/E<=0.080078125
5798 41 # ieta=23, ET=166, H/E<=0.080078125
5799 41 # ieta=23, ET=167, H/E<=0.080078125
5800 41 # ieta=23, ET=168, H/E<=0.080078125
5801 41 # ieta=23, ET=169, H/E<=0.080078125
5802 511 # ieta=23, ET=170, H/E<=0.998046875
5803 511 # ieta=23, ET=171, H/E<=0.998046875
5804 511 # ieta=23, ET=172, H/E<=0.998046875
5805 511 # ieta=23, ET=173, H/E<=0.998046875
5806 511 # ieta=23, ET=174, H/E<=0.998046875
5807 511 # ieta=23, ET=175, H/E<=0.998046875
5808 511 # ieta=23, ET=176, H/E<=0.998046875
5809 511 # ieta=23, ET=177, H/E<=0.998046875
5810 511 # ieta=23, ET=178, H/E<=0.998046875
5811 511 # ieta=23, ET=179, H/E<=0.998046875
5812 511 # ieta=23, ET=180, H/E<=0.998046875
5813 511 # ieta=23, ET=181, H/E<=0.998046875
5814 511 # ieta=23, ET=182, H/E<=0.998046875
5815 511 # ieta=23, ET=183, H/E<=0.998046875
5816 511 # ieta=23, ET=184, H/E<=0.998046875
5817 511 # ieta=23, ET=185, H/E<=0.998046875
5818 511 # ieta=23, ET=186, H/E<=0.998046875
5819 511 # ieta=23, ET=187, H/E<=0.998046875
5820 511 # ieta=23, ET=188, H/E<=0.998046875
5821 511 # ieta=23, ET=189, H/E<=0.998046875
5822 511 # ieta=23, ET=190, H/E<=0.998046875
5823 511 # ieta=23, ET=191, H/E<=0.998046875
5824 511 # ieta=23, ET=192, H/E<=0.998046875
5825 511 # ieta=23, ET=193, H/E<=0.998046875
5826 511 # ieta=23, ET=194, H/E<=0.998046875
5827 511 # ieta=23, ET=195, H/E<=0.998046875
5828 511 # ieta=23, ET=196, H/E<=0.998046875
5829 511 # ieta=23, ET=197, H/E<=0.998046875
5830 511 # ieta=23, ET=198, H/E<=0.998046875
5831 511 # ieta=23, ET=199, H/E<=0.998046875
5832 511 # ieta=23, ET=200, H/E<=0.998046875
5833 511 # ieta=23, ET=201, H/E<=0.998046875
5834 511 # ieta=23, ET=202, H/E<=0.998046875
5835 511 # ieta=23, ET=203, H/E<=0.998046875
5836 511 # ieta=23, ET=204, H/E<=0.998046875
5837 511 # ieta=23, ET=205, H/E<=0.998046875
5838 511 # ieta=23, ET=206, H/E<=0.998046875
5839 511 # ieta=23, ET=207, H/E<=0.998046875
5840 511 # ieta=23, ET=208, H/E<=0.998046875
5841 511 # ieta=23, ET=209, H/E<=0.998046875
5842 511 # ieta=23, ET=210, H/E<=0.998046875
5843 511 # ieta=23, ET=211, H/E<=0.998046875
5844 511 # ieta=23, ET=212, H/E<=0.998046875
5845 511 # ieta=23, ET=213, H/E<=0.998046875
5846 511 # ieta=23, ET=214, H/E<=0.998046875
5847 511 # ieta=23, ET=215, H/E<=0.998046875
5848 511 # ieta=23, ET=216, H/E<=0.998046875
5849 511 # ieta=23, ET=217, H/E<=0.998046875
5850 511 # ieta=23, ET=218, H/E<=0.998046875
5851 511 # ieta=23, ET=219, H/E<=0.998046875
5852 511 # ieta=23, ET=220, H/E<=0.998046875
5853 511 # ieta=23, ET=221, H/E<=0.998046875
5854 511 # ieta=23, ET=222, H/E<=0.998046875
5855 511 # ieta=23, ET=223, H/E<=0.998046875
5856 511 # ieta=23, ET=224, H/E<=0.998046875
5857 511 # ieta=23, ET=225, H/E<=0.998046875
5858 511 # ieta=23, ET=226, H/E<=0.998046875
5859 511 # ieta=23, ET=227, H/E<=0.998046875
5860 511 # ieta=23, ET=228, H/E<=0.998046875
5861 511 # ieta=23, ET=229, H/E<=0.998046875
5862 511 # ieta=23, ET=230, H/E<=0.998046875
5863 511 # ieta=23, ET=231, H/E<=0.998046875
5864 511 # ieta=23, ET=232, H/E<=0.998046875
5865 511 # ieta=23, ET=233, H/E<=0.998046875
5866 511 # ieta=23, ET=234, H/E<=0.998046875
5867 511 # ieta=23, ET=235, H/E<=0.998046875
5868 511 # ieta=23, ET=236, H/E<=0.998046875
5869 511 # ieta=23, ET=237, H/E<=0.998046875
5870 511 # ieta=23, ET=238, H/E<=0.998046875
5871 511 # ieta=23, ET=239, H/E<=0.998046875
5872 511 # ieta=23, ET=240, H/E<=0.998046875
5873 511 # ieta=23, ET=241, H/E<=0.998046875
5874 511 # ieta=23, ET=242, H/E<=0.998046875
5875 511 # ieta=23, ET=243, H/E<=0.998046875
5876 511 # ieta=23, ET=244, H/E<=0.998046875
5877 511 # ieta=23, ET=245, H/E<=0.998046875
5878 511 # ieta=23, ET=246, H/E<=0.998046875
5879 511 # ieta=23, ET=247, H/E<=0.998046875
5880 511 # ieta=23, ET=248, H/E<=0.998046875
5881 511 # ieta=23, ET=249, H/E<=0.998046875
5882 511 # ieta=23, ET=250, H/E<=0.998046875
5883 511 # ieta=23, ET=251, H/E<=0.998046875
5884 511 # ieta=23, ET=252, H/E<=0.998046875
5885 511 # ieta=23, ET=253, H/E<=0.998046875
5886 511 # ieta=23, ET=254, H/E<=0.998046875
5887 511 # ieta=23, ET=255, H/E<=0.998046875
5888 39 # ieta=24, ET=0, H/E<=0.076171875
5889 39 # ieta=24, ET=1, H/E<=0.076171875
5890 39 # ieta=24, ET=2, H/E<=0.076171875
5891 39 # ieta=24, ET=3, H/E<=0.076171875
5892 39 # ieta=24, ET=4, H/E<=0.076171875
5893 39 # ieta=24, ET=5, H/E<=0.076171875
5894 39 # ieta=24, ET=6, H/E<=0.076171875
5895 39 # ieta=24, ET=7, H/E<=0.076171875
5896 39 # ieta=24, ET=8, H/E<=0.076171875
5897 39 # ieta=24, ET=9, H/E<=0.076171875
5898 39 # ieta=24, ET=10, H/E<=0.076171875
5899 39 # ieta=24, ET=11, H/E<=0.076171875
5900 39 # ieta=24, ET=12, H/E<=0.076171875
5901 39 # ieta=24, ET=13, H/E<=0.076171875
5902 39 # ieta=24, ET=14, H/E<=0.076171875
5903 39 # ieta=24, ET=15, H/E<=0.076171875
5904 39 # ieta=24, ET=16, H/E<=0.076171875
5905 39 # ieta=24, ET=17, H/E<=0.076171875
5906 39 # ieta=24, ET=18, H/E<=0.076171875
5907 39 # ieta=24, ET=19, H/E<=0.076171875
5908 39 # ieta=24, ET=20, H/E<=0.076171875
5909 39 # ieta=24, ET=21, H/E<=0.076171875
5910 39 # ieta=24, ET=22, H/E<=0.076171875
5911 39 # ieta=24, ET=23, H/E<=0.076171875
5912 39 # ieta=24, ET=24, H/E<=0.076171875
5913 39 # ieta=24, ET=25, H/E<=0.076171875
5914 39 # ieta=24, ET=26, H/E<=0.076171875
5915 39 # ieta=24, ET=27, H/E<=0.076171875
5916 39 # ieta=24, ET=28, H/E<=0.076171875
5917 39 # ieta=24, ET=29, H/E<=0.076171875
5918 39 # ieta=24, ET=30, H/E<=0.076171875
5919 39 # ieta=24, ET=31, H/E<=0.076171875
5920 39 # ieta=24, ET=32, H/E<=0.076171875
5921 39 # ieta=24, ET=33, H/E<=0.076171875
5922 39 # ieta=24, ET=34, H/E<=0.076171875
5923 39 # ieta=24, ET=35, H/E<=0.076171875
5924 39 # ieta=24, ET=36, H/E<=0.076171875
5925 39 # ieta=24, ET=37, H/E<=0.076171875
5926 39 # ieta=24, ET=38, H/E<=0.076171875
5927 33 # ieta=24, ET=39, H/E<=0.064453125
5928 33 # ieta=24, ET=40, H/E<=0.064453125
5929 33 # ieta=24, ET=41, H/E<=0.064453125
5930 33 # ieta=24, ET=42, H/E<=0.064453125
5931 33 # ieta=24, ET=43, H/E<=0.064453125
5932 33 # ieta=24, ET=44, H/E<=0.064453125
5933 33 # ieta=24, ET=45, H/E<=0.064453125
5934 33 # ieta=24, ET=46, H/E<=0.064453125
5935 33 # ieta=24, ET=47, H/E<=0.064453125
5936 33 # ieta=24, ET=48, H/E<=0.064453125
5937 33 # ieta=24, ET=49, H/E<=0.064453125
5938 33 # ieta=24, ET=50, H/E<=0.064453125
5939 33 # ieta=24, ET=51, H/E<=0.064453125
5940 33 # ieta=24, ET=52, H/E<=0.064453125
5941 33 # ieta=24, ET=53, H/E<=0.064453125
5942 33 # ieta=24, ET=54, H/E<=0.064453125
5943 33 # ieta=24, ET=55, H/E<=0.064453125
5944 33 # ieta=24, ET=56, H/E<=0.064453125
5945 33 # ieta=24, ET=57, H/E<=0.064453125
5946 33 # ieta=24, ET=58, H/E<=0.064453125
5947 28 # ieta=24, ET=59, H/E<=0.0546875
5948 28 # ieta=24, ET=60, H/E<=0.0546875
5949 28 # ieta=24, ET=61, H/E<=0.0546875
5950 28 # ieta=24, ET=62, H/E<=0.0546875
5951 28 # ieta=24, ET=63, H/E<=0.0546875
5952 28 # ieta=24, ET=64, H/E<=0.0546875
5953 28 # ieta=24, ET=65, H/E<=0.0546875
5954 28 # ieta=24, ET=66, H/E<=0.0546875
5955 28 # ieta=24, ET=67, H/E<=0.0546875
5956 28 # ieta=24, ET=68, H/E<=0.0546875
5957 23 # ieta=24, ET=69, H/E<=0.044921875
5958 23 # ieta=24, ET=70, H/E<=0.044921875
5959 23 # ieta=24, ET=71, H/E<=0.044921875
5960 23 # ieta=24, ET=72, H/E<=0.044921875
5961 23 # ieta=24, ET=73, H/E<=0.044921875
5962 23 # ieta=24, ET=74, H/E<=0.044921875
5963 23 # ieta=24, ET=75, H/E<=0.044921875
5964 23 # ieta=24, ET=76, H/E<=0.044921875
5965 23 # ieta=24, ET=77, H/E<=0.044921875
5966 23 # ieta=24, ET=78, H/E<=0.044921875
5967 21 # ieta=24, ET=79, H/E<=0.041015625
5968 21 # ieta=24, ET=80, H/E<=0.041015625
5969 21 # ieta=24, ET=81, H/E<=0.041015625
5970 21 # ieta=24, ET=82, H/E<=0.041015625
5971 21 # ieta=24, ET=83, H/E<=0.041015625
5972 21 # ieta=24, ET=84, H/E<=0.041015625
5973 21 # ieta=24, ET=85, H/E<=0.041015625
5974 21 # ieta=24, ET=86, H/E<=0.041015625
5975 21 # ieta=24, ET=87, H/E<=0.041015625
