#     Non-channel data
  RctLsb  0.50000
    Gain  0.17700
#             eta             phi             dep             det   Rcalib  LutGranularity  OutputLutThreshold      DetId
              -19              60               1              HT  0.00000               2                   2   4A0009BC
              -19              61               1              HT  0.00000               2                   2   4A0009BD
              -19              62               1              HT  0.00000               2                   2   4A0009BE
              -19              63               1              HT  0.00000               2                   2   4A0009BF
              -19              64               1              HT  0.00000               2                   2   4A0009C0
              -19              65               1              HT  0.00000               2                   2   4A0009C1
              -19              66               1              HT  0.00000               2                   2   4A0009C2
              -19              67               1              HT  0.00000               2                   2   4A0009C3
              -19              68               1              HT  0.00000               2                   2   4A0009C4
              -19              69               1              HT  0.00000               2                   2   4A0009C5
              -19              70               1              HT  0.00000               2                   2   4A0009C6
              -19              71               1              HT  0.00000               2                   2   4A0009C7
              -19              72               1              HT  0.00000               2                   2   4A0009C8
              -20               1               1              HT  0.00000               2                   2   4A000A01
              -20               2               1              HT  0.00000               2                   2   4A000A02
              -20               3               1              HT  0.00000               2                   2   4A000A03
              -20               4               1              HT  0.00000               2                   2   4A000A04
              -20               5               1              HT  0.00000               2                   2   4A000A05
              -20               6               1              HT  0.00000               2                   2   4A000A06
              -20               7               1              HT  0.00000               2                   2   4A000A07
              -20               8               1              HT  0.00000               2                   2   4A000A08
              -20               9               1              HT  0.00000               2                   2   4A000A09
              -20              10               1              HT  0.00000               2                   2   4A000A0A
              -20              11               1              HT  0.00000               2                   2   4A000A0B
              -20              12               1              HT  0.00000               2                   2   4A000A0C
              -20              13               1              HT  0.00000               2                   2   4A000A0D
              -20              14               1              HT  0.00000               2                   2   4A000A0E
              -20              15               1              HT  0.00000               2                   2   4A000A0F
              -20              16               1              HT  0.00000               2                   2   4A000A10
              -20              17               1              HT  0.00000               2                   2   4A000A11
              -20              18               1              HT  0.00000               2                   2   4A000A12
              -20              19               1              HT  0.00000               2                   2   4A000A13
              -20              20               1              HT  0.00000               2                   2   4A000A14
              -20              21               1              HT  0.00000               2                   2   4A000A15
              -20              22               1              HT  0.00000               2                   2   4A000A16
              -20              23               1              HT  0.00000               2                   2   4A000A17
              -20              24               1              HT  0.00000               2                   2   4A000A18
              -20              25               1              HT  0.00000               2                   2   4A000A19
              -20              26               1              HT  0.00000               2                   2   4A000A1A
              -20              27               1              HT  0.00000               2                   2   4A000A1B
              -20              28               1              HT  0.00000               2                   2   4A000A1C
              -20              29               1              HT  0.00000               2                   2   4A000A1D
              -20              30               1              HT  0.00000               2                   2   4A000A1E
              -20              31               1              HT  0.00000               2                   2   4A000A1F
              -20              32               1              HT  0.00000               2                   2   4A000A20
              -20              33               1              HT  0.00000               2                   2   4A000A21
              -20              34               1              HT  0.00000               2                   2   4A000A22
              -20              35               1              HT  0.00000               2                   2   4A000A23
              -20              36               1              HT  0.00000               2                   2   4A000A24
              -20              37               1              HT  0.00000               2                   2   4A000A25
              -20              38               1              HT  0.00000               2                   2   4A000A26
              -20              39               1              HT  0.00000               2                   2   4A000A27
              -20              40               1              HT  0.00000               2                   2   4A000A28
              -20              41               1              HT  0.00000               2                   2   4A000A29
              -20              42               1              HT  0.00000               2                   2   4A000A2A
              -20              43               1              HT  0.00000               2                   2   4A000A2B
              -20              44               1              HT  0.00000               2                   2   4A000A2C
              -20              45               1              HT  0.00000               2                   2   4A000A2D
              -20              46               1              HT  0.00000               2                   2   4A000A2E
              -20              47               1              HT  0.00000               2                   2   4A000A2F
              -20              48               1              HT  0.00000               2                   2   4A000A30
              -20              49               1              HT  0.00000               2                   2   4A000A31
              -20              50               1              HT  0.00000               2                   2   4A000A32
              -20              51               1              HT  0.00000               2                   2   4A000A33
              -20              52               1              HT  0.00000               2                   2   4A000A34
              -20              53               1              HT  0.00000               2                   2   4A000A35
              -20              54               1              HT  0.00000               2                   2   4A000A36
              -20              55               1              HT  0.00000               2                   2   4A000A37
              -20              56               1              HT  0.00000               2                   2   4A000A38
              -20              57               1              HT  0.00000               2                   2   4A000A39
              -20              58               1              HT  0.00000               2                   2   4A000A3A
              -20              59               1              HT  0.00000               2                   2   4A000A3B
              -20              60               1              HT  0.00000               2                   2   4A000A3C
              -20              61               1              HT  0.00000               2                   2   4A000A3D
              -20              62               1              HT  0.00000               2                   2   4A000A3E
              -20              63               1              HT  0.00000               2                   2   4A000A3F
              -20              64               1              HT  0.00000               2                   2   4A000A40
              -20              65               1              HT  0.00000               2                   2   4A000A41
              -20              66               1              HT  0.00000               2                   2   4A000A42
              -20              67               1              HT  0.00000               2                   2   4A000A43
              -20              68               1              HT  0.00000               2                   2   4A000A44
              -20              69               1              HT  0.00000               2                   2   4A000A45
              -20              70               1              HT  0.00000               2                   2   4A000A46
              -20              71               1              HT  0.00000               2                   2   4A000A47
              -20              72               1              HT  0.00000               2                   2   4A000A48
              -21               1               1              HT  0.00000               2                   2   4A000A81
              -21               2               1              HT  0.00000               2                   2   4A000A82
              -21               3               1              HT  0.00000               2                   2   4A000A83
              -21               4               1              HT  0.00000               2                   2   4A000A84
              -21               5               1              HT  0.00000               2                   2   4A000A85
              -21               6               1              HT  0.00000               2                   2   4A000A86
              -21               7               1              HT  0.00000               2                   2   4A000A87
              -21               8               1              HT  0.00000               2                   2   4A000A88
              -21               9               1              HT  0.00000               2                   2   4A000A89
              -21              10               1              HT  0.00000               2                   2   4A000A8A
              -21              11               1              HT  0.00000               2                   2   4A000A8B
              -21              12               1              HT  0.00000               2                   2   4A000A8C
              -21              13               1              HT  0.00000               2                   2   4A000A8D
              -21              14               1              HT  0.00000               2                   2   4A000A8E
              -21              15               1              HT  0.00000               2                   2   4A000A8F
              -21              16               1              HT  0.00000               2                   2   4A000A90
              -21              17               1              HT  0.00000               2                   2   4A000A91
              -21              18               1              HT  0.00000               2                   2   4A000A92
              -21              19               1              HT  0.00000               2                   2   4A000A93
              -21              20               1              HT  0.00000               2                   2   4A000A94
              -21              21               1              HT  0.00000               2                   2   4A000A95
              -21              22               1              HT  0.00000               2                   2   4A000A96
              -21              23               1              HT  0.00000               2                   2   4A000A97
              -21              24               1              HT  0.00000               2                   2   4A000A98
              -21              25               1              HT  0.00000               2                   2   4A000A99
              -21              26               1              HT  0.00000               2                   2   4A000A9A
              -21              27               1              HT  0.00000               2                   2   4A000A9B
              -21              28               1              HT  0.00000               2                   2   4A000A9C
              -21              29               1              HT  0.00000               2                   2   4A000A9D
              -21              30               1              HT  0.00000               2                   2   4A000A9E
              -21              31               1              HT  0.00000               2                   2   4A000A9F
              -21              32               1              HT  0.00000               2                   2   4A000AA0
              -21              33               1              HT  0.00000               2                   2   4A000AA1
              -21              34               1              HT  0.00000               2                   2   4A000AA2
              -21              35               1              HT  0.00000               2                   2   4A000AA3
              -21              36               1              HT  0.00000               2                   2   4A000AA4
              -21              37               1              HT  0.00000               2                   2   4A000AA5
              -21              38               1              HT  0.00000               2                   2   4A000AA6
              -21              39               1              HT  0.00000               2                   2   4A000AA7
              -21              40               1              HT  0.00000               2                   2   4A000AA8
              -21              41               1              HT  0.00000               2                   2   4A000AA9
              -21              42               1              HT  0.00000               2                   2   4A000AAA
              -21              43               1              HT  0.00000               2                   2   4A000AAB
              -21              44               1              HT  0.00000               2                   2   4A000AAC
              -21              45               1              HT  0.00000               2                   2   4A000AAD
              -21              46               1              HT  0.00000               2                   2   4A000AAE
              -21              47               1              HT  0.00000               2                   2   4A000AAF
              -21              48               1              HT  0.00000               2                   2   4A000AB0
              -21              49               1              HT  0.00000               2                   2   4A000AB1
              -21              50               1              HT  0.00000               2                   2   4A000AB2
              -21              51               1              HT  0.00000               2                   2   4A000AB3
              -21              52               1              HT  0.00000               2                   2   4A000AB4
              -21              53               1              HT  0.00000               2                   2   4A000AB5
              -21              54               1              HT  0.00000               2                   2   4A000AB6
              -21              55               1              HT  0.00000               2                   2   4A000AB7
              -21              56               1              HT  0.00000               2                   2   4A000AB8
              -21              57               1              HT  0.00000               2                   2   4A000AB9
              -21              58               1              HT  0.00000               2                   2   4A000ABA
              -21              59               1              HT  0.00000               2                   2   4A000ABB
              -21              60               1              HT  0.00000               2                   2   4A000ABC
              -21              61               1              HT  0.00000               2                   2   4A000ABD
              -21              62               1              HT  0.00000               2                   2   4A000ABE
              -21              63               1              HT  0.00000               2                   2   4A000ABF
              -21              64               1              HT  0.00000               2                   2   4A000AC0
              -21              65               1              HT  0.00000               2                   2   4A000AC1
              -21              66               1              HT  0.00000               2                   2   4A000AC2
              -21              67               1              HT  0.00000               2                   2   4A000AC3
              -21              68               1              HT  0.00000               2                   2   4A000AC4
              -21              69               1              HT  0.00000               2                   2   4A000AC5
              -21              70               1              HT  0.00000               2                   2   4A000AC6
              -21              71               1              HT  0.00000               2                   2   4A000AC7
              -21              72               1              HT  0.00000               2                   2   4A000AC8
              -22               1               1              HT  0.00000               2                   2   4A000B01
              -22               2               1              HT  0.00000               2                   2   4A000B02
              -22               3               1              HT  0.00000               2                   2   4A000B03
              -22               4               1              HT  0.00000               2                   2   4A000B04
              -22               5               1              HT  0.00000               2                   2   4A000B05
              -22               6               1              HT  0.00000               2                   2   4A000B06
              -22               7               1              HT  0.00000               2                   2   4A000B07
              -22               8               1              HT  0.00000               2                   2   4A000B08
              -22               9               1              HT  0.00000               2                   2   4A000B09
              -22              10               1              HT  0.00000               2                   2   4A000B0A
              -22              11               1              HT  0.00000               2                   2   4A000B0B
              -22              12               1              HT  0.00000               2                   2   4A000B0C
              -22              13               1              HT  0.00000               2                   2   4A000B0D
              -22              14               1              HT  0.00000               2                   2   4A000B0E
              -22              15               1              HT  0.00000               2                   2   4A000B0F
              -22              16               1              HT  0.00000               2                   2   4A000B10
              -22              17               1              HT  0.00000               2                   2   4A000B11
              -22              18               1              HT  0.00000               2                   2   4A000B12
              -22              19               1              HT  0.00000               2                   2   4A000B13
              -22              20               1              HT  0.00000               2                   2   4A000B14
              -22              21               1              HT  0.00000               2                   2   4A000B15
              -22              22               1              HT  0.00000               2                   2   4A000B16
              -22              23               1              HT  0.00000               2                   2   4A000B17
              -22              24               1              HT  0.00000               2                   2   4A000B18
              -22              25               1              HT  0.00000               2                   2   4A000B19
              -22              26               1              HT  0.00000               2                   2   4A000B1A
              -22              27               1              HT  0.00000               2                   2   4A000B1B
              -22              28               1              HT  0.00000               2                   2   4A000B1C
              -22              29               1              HT  0.00000               2                   2   4A000B1D
              -22              30               1              HT  0.00000               2                   2   4A000B1E
              -22              31               1              HT  0.00000               2                   2   4A000B1F
              -22              32               1              HT  0.00000               2                   2   4A000B20
              -22              33               1              HT  0.00000               2                   2   4A000B21
              -22              34               1              HT  0.00000               2                   2   4A000B22
              -22              35               1              HT  0.00000               2                   2   4A000B23
              -22              36               1              HT  0.00000               2                   2   4A000B24
              -22              37               1              HT  0.00000               2                   2   4A000B25
              -22              38               1              HT  0.00000               2                   2   4A000B26
              -22              39               1              HT  0.00000               2                   2   4A000B27
              -22              40               1              HT  0.00000               2                   2   4A000B28
              -22              41               1              HT  0.00000               2                   2   4A000B29
              -22              42               1              HT  0.00000               2                   2   4A000B2A
              -22              43               1              HT  0.00000               2                   2   4A000B2B
              -22              44               1              HT  0.00000               2                   2   4A000B2C
              -22              45               1              HT  0.00000               2                   2   4A000B2D
              -22              46               1              HT  0.00000               2                   2   4A000B2E
              -22              47               1              HT  0.00000               2                   2   4A000B2F
              -22              48               1              HT  0.00000               2                   2   4A000B30
              -22              49               1              HT  0.00000               2                   2   4A000B31
              -22              50               1              HT  0.00000               2                   2   4A000B32
              -22              51               1              HT  0.00000               2                   2   4A000B33
              -22              52               1              HT  0.00000               2                   2   4A000B34
              -22              53               1              HT  0.00000               2                   2   4A000B35
              -22              54               1              HT  0.00000               2                   2   4A000B36
              -22              55               1              HT  0.00000               2                   2   4A000B37
              -22              56               1              HT  0.00000               2                   2   4A000B38
              -22              57               1              HT  0.00000               2                   2   4A000B39
              -22              58               1              HT  0.00000               2                   2   4A000B3A
              -22              59               1              HT  0.00000               2                   2   4A000B3B
              -22              60               1              HT  0.00000               2                   2   4A000B3C
              -22              61               1              HT  0.00000               2                   2   4A000B3D
              -22              62               1              HT  0.00000               2                   2   4A000B3E
              -22              63               1              HT  0.00000               2                   2   4A000B3F
              -22              64               1              HT  0.00000               2                   2   4A000B40
              -22              65               1              HT  0.00000               2                   2   4A000B41
              -22              66               1              HT  0.00000               2                   2   4A000B42
              -22              67               1              HT  0.00000               2                   2   4A000B43
              -22              68               1              HT  0.00000               2                   2   4A000B44
              -22              69               1              HT  0.00000               2                   2   4A000B45
              -22              70               1              HT  0.00000               2                   2   4A000B46
              -22              71               1              HT  0.00000               2                   2   4A000B47
              -22              72               1              HT  0.00000               2                   2   4A000B48
              -23               1               1              HT  0.00000               2                   2   4A000B81
              -23               2               1              HT  0.00000               2                   2   4A000B82
              -23               3               1              HT  0.00000               2                   2   4A000B83
              -23               4               1              HT  0.00000               2                   2   4A000B84
              -23               5               1              HT  0.00000               2                   2   4A000B85
              -23               6               1              HT  0.00000               2                   2   4A000B86
              -23               7               1              HT  0.00000               2                   2   4A000B87
              -23               8               1              HT  0.00000               2                   2   4A000B88
              -23               9               1              HT  0.00000               2                   2   4A000B89
              -23              10               1              HT  0.00000               2                   2   4A000B8A
              -23              11               1              HT  0.00000               2                   2   4A000B8B
              -23              12               1              HT  0.00000               2                   2   4A000B8C
              -23              13               1              HT  0.00000               2                   2   4A000B8D
              -23              14               1              HT  0.00000               2                   2   4A000B8E
              -23              15               1              HT  0.00000               2                   2   4A000B8F
              -23              16               1              HT  0.00000               2                   2   4A000B90
              -23              17               1              HT  0.00000               2                   2   4A000B91
              -23              18               1              HT  0.00000               2                   2   4A000B92
              -23              19               1              HT  0.00000               2                   2   4A000B93
              -23              20               1              HT  0.00000               2                   2   4A000B94
              -23              21               1              HT  0.00000               2                   2   4A000B95
              -23              22               1              HT  0.00000               2                   2   4A000B96
              -23              23               1              HT  0.00000               2                   2   4A000B97
              -23              24               1              HT  0.00000               2                   2   4A000B98
              -23              25               1              HT  0.00000               2                   2   4A000B99
              -23              26               1              HT  0.00000               2                   2   4A000B9A
              -23              27               1              HT  0.00000               2                   2   4A000B9B
              -23              28               1              HT  0.00000               2                   2   4A000B9C
              -23              29               1              HT  0.00000               2                   2   4A000B9D
              -23              30               1              HT  0.00000               2                   2   4A000B9E
              -23              31               1              HT  0.00000               2                   2   4A000B9F
              -23              32               1              HT  0.00000               2                   2   4A000BA0
              -23              33               1              HT  0.00000               2                   2   4A000BA1
              -23              34               1              HT  0.00000               2                   2   4A000BA2
              -23              35               1              HT  0.00000               2                   2   4A000BA3
              -23              36               1              HT  0.00000               2                   2   4A000BA4
              -23              37               1              HT  0.00000               2                   2   4A000BA5
              -23              38               1              HT  0.00000               2                   2   4A000BA6
              -23              39               1              HT  0.00000               2                   2   4A000BA7
              -23              40               1              HT  0.00000               2                   2   4A000BA8
              -23              41               1              HT  0.00000               2                   2   4A000BA9
              -23              42               1              HT  0.00000               2                   2   4A000BAA
              -23              43               1              HT  0.00000               2                   2   4A000BAB
              -23              44               1              HT  0.00000               2                   2   4A000BAC
              -23              45               1              HT  0.00000               2                   2   4A000BAD
              -23              46               1              HT  0.00000               2                   2   4A000BAE
              -23              47               1              HT  0.00000               2                   2   4A000BAF
              -23              48               1              HT  0.00000               2                   2   4A000BB0
              -23              49               1              HT  0.00000               2                   2   4A000BB1
              -23              50               1              HT  0.00000               2                   2   4A000BB2
              -23              51               1              HT  0.00000               2                   2   4A000BB3
              -23              52               1              HT  0.00000               2                   2   4A000BB4
              -23              53               1              HT  0.00000               2                   2   4A000BB5
              -23              54               1              HT  0.00000               2                   2   4A000BB6
              -23              55               1              HT  0.00000               2                   2   4A000BB7
              -23              56               1              HT  0.00000               2                   2   4A000BB8
              -23              57               1              HT  0.00000               2                   2   4A000BB9
              -23              58               1              HT  0.00000               2                   2   4A000BBA
              -23              59               1              HT  0.00000               2                   2   4A000BBB
              -23              60               1              HT  0.00000               2                   2   4A000BBC
              -23              61               1              HT  0.00000               2                   2   4A000BBD
              -23              62               1              HT  0.00000               2                   2   4A000BBE
              -23              63               1              HT  0.00000               2                   2   4A000BBF
              -23              64               1              HT  0.00000               2                   2   4A000BC0
              -23              65               1              HT  0.00000               2                   2   4A000BC1
              -23              66               1              HT  0.00000               2                   2   4A000BC2
              -23              67               1              HT  0.00000               2                   2   4A000BC3
              -23              68               1              HT  0.00000               2                   2   4A000BC4
              -23              69               1              HT  0.00000               2                   2   4A000BC5
              -23              70               1              HT  0.00000               2                   2   4A000BC6
              -23              71               1              HT  0.00000               2                   2   4A000BC7
              -23              72               1              HT  0.00000               2                   2   4A000BC8
              -24               1               1              HT  0.00000               2                   2   4A000C01
              -24               2               1              HT  0.00000               2                   2   4A000C02
              -24               3               1              HT  0.00000               2                   2   4A000C03
              -24               4               1              HT  0.00000               2                   2   4A000C04
              -24               5               1              HT  0.00000               2                   2   4A000C05
              -24               6               1              HT  0.00000               2                   2   4A000C06
              -24               7               1              HT  0.00000               2                   2   4A000C07
              -24               8               1              HT  0.00000               2                   2   4A000C08
              -24               9               1              HT  0.00000               2                   2   4A000C09
              -24              10               1              HT  0.00000               2                   2   4A000C0A
              -24              11               1              HT  0.00000               2                   2   4A000C0B
              -24              12               1              HT  0.00000               2                   2   4A000C0C
              -24              13               1              HT  0.00000               2                   2   4A000C0D
              -24              14               1              HT  0.00000               2                   2   4A000C0E
              -24              15               1              HT  0.00000               2                   2   4A000C0F
              -24              16               1              HT  0.00000               2                   2   4A000C10
              -24              17               1              HT  0.00000               2                   2   4A000C11
              -24              18               1              HT  0.00000               2                   2   4A000C12
              -24              19               1              HT  0.00000               2                   2   4A000C13
              -24              20               1              HT  0.00000               2                   2   4A000C14
              -24              21               1              HT  0.00000               2                   2   4A000C15
              -24              22               1              HT  0.00000               2                   2   4A000C16
              -24              23               1              HT  0.00000               2                   2   4A000C17
              -24              24               1              HT  0.00000               2                   2   4A000C18
              -24              25               1              HT  0.00000               2                   2   4A000C19
              -24              26               1              HT  0.00000               2                   2   4A000C1A
              -24              27               1              HT  0.00000               2                   2   4A000C1B
              -24              28               1              HT  0.00000               2                   2   4A000C1C
              -24              29               1              HT  0.00000               2                   2   4A000C1D
              -24              30               1              HT  0.00000               2                   2   4A000C1E
              -24              31               1              HT  0.00000               2                   2   4A000C1F
              -24              32               1              HT  0.00000               2                   2   4A000C20
              -24              33               1              HT  0.00000               2                   2   4A000C21
              -24              34               1              HT  0.00000               2                   2   4A000C22
              -24              35               1              HT  0.00000               2                   2   4A000C23
              -24              36               1              HT  0.00000               2                   2   4A000C24
              -24              37               1              HT  0.00000               2                   2   4A000C25
              -24              38               1              HT  0.00000               2                   2   4A000C26
              -24              39               1              HT  0.00000               2                   2   4A000C27
              -24              40               1              HT  0.00000               2                   2   4A000C28
              -24              41               1              HT  0.00000               2                   2   4A000C29
              -24              42               1              HT  0.00000               2                   2   4A000C2A
              -24              43               1              HT  0.00000               2                   2   4A000C2B
              -24              44               1              HT  0.00000               2                   2   4A000C2C
              -24              45               1              HT  0.00000               2                   2   4A000C2D
              -24              46               1              HT  0.00000               2                   2   4A000C2E
              -24              47               1              HT  0.00000               2                   2   4A000C2F
              -24              48               1              HT  0.00000               2                   2   4A000C30
              -24              49               1              HT  0.00000               2                   2   4A000C31
              -24              50               1              HT  0.00000               2                   2   4A000C32
              -24              51               1              HT  0.00000               2                   2   4A000C33
              -24              52               1              HT  0.00000               2                   2   4A000C34
              -24              53               1              HT  0.00000               2                   2   4A000C35
              -24              54               1              HT  0.00000               2                   2   4A000C36
              -24              55               1              HT  0.00000               2                   2   4A000C37
              -24              56               1              HT  0.00000               2                   2   4A000C38
              -24              57               1              HT  0.00000               2                   2   4A000C39
              -24              58               1              HT  0.00000               2                   2   4A000C3A
              -24              59               1              HT  0.00000               2                   2   4A000C3B
              -24              60               1              HT  0.00000               2                   2   4A000C3C
              -24              61               1              HT  0.00000               2                   2   4A000C3D
              -24              62               1              HT  0.00000               2                   2   4A000C3E
              -24              63               1              HT  0.00000               2                   2   4A000C3F
              -24              64               1              HT  0.00000               2                   2   4A000C40
              -24              65               1              HT  0.00000               2                   2   4A000C41
              -24              66               1              HT  0.00000               2                   2   4A000C42
              -24              67               1              HT  0.00000               2                   2   4A000C43
              -24              68               1              HT  0.00000               2                   2   4A000C44
